"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
1,5,1,3,0.360254127150859,1,1.29,1,1,1,0.639523797905505
2,5,1,3,0.106245078624804,0.8,0.54,0.41,0.92,0.41,0.420035767397309
3,5,1,3,0.112092236992456,0.55,0.94,0.62,0.5,0.42,0.428102919257829
4,5,1,3,0.0979430268425656,0.62,0.5,0.76,0.54,0.5,0.387377533616325
5,5,1,3,0.113850031917695,0.6,0.91,0.78,0.6,0.6,0.389377170965267
6,5,1,3,0.211519662451922,0.73,0.73,0.73,0.73,0.73,0.570898355991872
7,5,1,3,0.194729492162227,0.96,0.72,1.22,0.89,0.72,0.436849476620882
8,5,1,3,0.366844213337596,1.01,1.21,1.5,1.01,1.01,0.573407224840266
9,5,1,3,0.417151035058419,1.06,1.06,1.33,1.06,1.06,0.659749894930277
10,5,1,3,0.337384195924219,1.15,1.15,1.15,1.15,1.15,0.579612454458753
11,5,1,3,0.123108026619519,0.95,0.62,0.48,0.98,0.47,0.418744996003171
12,5,1,3,0.128837032544668,0.72,0.75,0.57,0.54,0.54,0.453241565374973
13,5,1,3,0.134437100334504,0.93,0.73,0.67,0.62,0.62,0.434646022045955
14,5,1,3,0.138708231678163,0.66,0.56,0.52,0.74,0.52,0.474394638338895
15,5,1,3,0.154282910054005,0.98,0.55,0.88,0.53,0.53,0.483433816864215
16,5,1,3,0.3368835436031,0.99,0.98,0.98,1.19,0.98,0.602557413946314
17,5,1,3,0.151457070448481,0.91,0.54,0.94,0.54,0.54,0.509841154434149
18,5,1,3,0.139863801027067,0.56,1.01,0.66,0.56,0.56,0.448575295284862
19,5,1,3,0.222488249509122,0.77,0.99,0.77,0.91,0.77,0.497312720602414
20,5,1,3,0.359481661680419,1.12,1.12,1.24,1.12,1.12,0.547205914214907
21,5,1,3,0.351022662027176,1.08,0.98,0.98,1.21,0.98,0.596383595884389
22,5,1,3,0.205695685366556,0.67,0.94,0.67,1.3,0.67,0.536145865622437
23,5,1,3,0.191510221086305,0.64,0.69,0.64,0.64,0.64,0.571742711660507
24,5,1,3,0.137047420485124,0.56,0.78,0.66,0.56,0.56,0.45990518920413
