"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
1,10,5,3,0.531149899827022,1.14042315007127,1.29311133921163,1.50178521670135,1.22238209502828,1.33890297233525,1.15274482004164,0.958159517216004,0.818224975492071,1.13045248718635,0.954568806333884,1.14244321183554
2,10,5,3,0.386362446620663,0.729018921401681,0.986406080527161,0.632847612934442,0.869071277195149,0.78349409018767,0.672708482314465,1.3132712545258,0.568004040279441,0.674505647306218,0.535931448258733,1.48159407124085
3,10,5,3,0.357453961003955,0.982699650427233,0.975456098338232,1.17077895036822,0.771751279930596,1.0853071874072,1.06018326126539,0.775443637362412,0.988272211297761,0.777951071145223,0.718083077822745,0.817626669147867
4,10,5,3,0.431672726083802,1.08534859255956,0.743940305095289,1.29071635728819,1.23480574432451,1.15532173383002,1.08429137884687,0.992486864988207,0.801290803597267,0.730237794893775,0.685640934585152,1.12235790091066
5,10,5,3,0.297209953201366,0.778011583567636,0.683725096482243,0.707104267144859,1.03508284897335,0.935323816810638,0.634990566837704,0.846671159580785,0.547228423298832,0.74792267952851,0.455932958783959,1.17501592325955
6,10,5,3,0.621378297231026,1.14849135797164,0.985550152336943,0.925902503702038,1.16184904514321,0.905211147235202,0.973350255607118,0.888818197804118,1.21164355636249,0.866982922530339,0.799020649128829,1.98795986540319
7,10,5,3,0.469347638636278,0.894975035137436,0.704368563701353,0.904845937559766,1.02971727046077,0.810156735615698,1.02361316875002,0.605303726331068,0.736767805389828,0.868979117671518,0.578159913232695,2.52935380128325
8,10,5,3,0.444397159082612,0.943519406741825,1.24909559965837,1.45685793429756,1.18411918480968,1.00646354201524,0.947276969295896,1.38804210513941,0.89528177478208,0.807090512961978,0.756177983512709,0.960290364805482
9,10,5,3,0.157424496900015,0.637142758740481,0.871801830543988,1.08135167117831,1.32821588282293,0.754957307784831,0.556213105614402,0.958094508652599,1.1982847417914,0.709923255535929,0.573190395823219,0.378116018007527
10,10,5,3,0.341783339132757,0.804485146852432,0.719653233987474,0.960192518834397,1.11639078379982,0.911509103962241,0.647875000005184,0.90782567217141,0.616780250383472,0.82912995741799,0.615379884649318,1.00220846031118
11,10,5,3,0.458250482230749,0.925124995852776,0.926366871305467,0.899447805489042,0.721021291840726,0.985691125137102,0.724948703144345,0.929640644462507,0.678255422713566,0.585000010706501,0.596964811990096,2.13074264550273
12,10,5,3,0.244605002174032,0.954353391832844,0.829730649134457,1.05707990022435,0.767416059149868,0.745497818800573,0.651335532926941,0.679069923073371,1.10701531993548,0.611492950286074,0.577042521490715,0.635622388750275
13,10,5,3,0.362366696590853,0.690126283988147,0.711983052677676,1.03635006123454,0.618108556011421,0.741520722654417,0.568473300604285,0.985366932218628,0.562910124803539,1.37576996366898,0.543226599100627,1.40621391627412
14,10,5,3,0.226278437108531,1.06470741420955,0.967323936200971,0.950490318351128,0.781784103112141,1.31873190936221,0.980714925262837,0.721303671038914,1.22467137031788,0.656156733168138,0.864696265264741,0.463541764226141
15,10,5,3,0.223211092985188,0.928325516119705,0.853686380414201,0.694488099594941,0.936390416363491,1.34220416826535,0.772375809767137,0.702465424956267,1.32692190190285,0.661438065283025,0.585236712628769,0.533333495967187
16,10,5,3,0.128703676794168,0.855085924000657,0.768555131085769,1.08778614438286,0.791348777354707,0.663048364333826,0.919920406830344,1.26903056814564,0.779488489996159,0.609575605128007,0.738800889503656,0.26114140502286
17,10,5,3,0.407535020224949,0.897353858837136,0.835528947131728,0.813089119683226,1.16895843838285,1.3604026048845,0.775707343696902,0.882815472772628,0.655149917697928,0.795946548970733,0.637965040020302,1.30100185487255
18,10,5,3,0.411627569357741,0.694860746310218,0.667582755465527,0.92967500875202,1.26125611250651,0.747042684812617,0.655673966166645,1.32836840669752,1.23217072019589,0.56436823107564,0.698538359443841,1.56825508478571
19,10,5,3,0.258879547651058,0.956580591764968,0.776096972441564,1.18414532618541,0.610442840930103,0.866874329609302,1.08474364275785,0.896049297222839,0.730219709254276,0.538734799013388,0.658042129953797,0.751466377744807
20,10,5,3,0.243355786584773,0.847986916490493,0.778357439614952,1.11804645742492,0.748484230980923,0.87689231444441,1.02902969324058,1.13270520317954,0.738339416109274,0.702739885194951,0.618701744627454,0.584230116656305
21,10,5,3,0.488017363008004,0.960236681075587,0.950769990721765,1.1658243627965,1.4954231556904,1.03043519435552,0.864540679603289,1.21553941867032,0.750873553031163,0.85130370789633,1.06045900229542,1.16266580296955
22,10,5,3,0.531635864686306,0.972424261810072,1.14592819132889,0.709857482739764,0.71536281955623,1.24735714942371,1.157311484221,0.971497807664835,1.10960381952881,0.71931494031186,0.65093653404522,2.31342095705619
23,10,5,3,0.346165424242958,1.0166183645346,0.882743108367263,0.767792716190926,0.995785115696442,0.934298591122548,0.711441706865864,1.3229598028097,0.645208276086598,0.876374848781893,0.581374312371828,1.09572467861617
