"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
1,5,3,3,0.216820732496601,0.77,0.85,0.77,0.77,0.77,0.511107093766033
2,5,3,3,0.237788225345597,0.8,0.8,1.04,0.8,0.8,0.58247185976413
3,5,3,3,0.435826471371328,1.24,1.21,1.21,1.21,1.21,0.67081275572188
4,5,3,3,0.185597340908477,0.73,1.24,1.03,0.61,0.59,0.572184796832962
5,5,3,3,0.418615239685481,1.08,1.08,1.08,1.33,1.08,0.684964380874619
6,5,3,3,0.295656843180324,0.95,0.98,0.95,1.03,0.95,0.568307460651635
7,5,3,3,0.149166180413356,1.05,0.62,0.85,0.62,0.62,0.53019717820708
8,5,3,3,0.188990285248992,0.86,0.77,0.61,0.85,0.61,0.567589253334357
9,5,3,3,0.157963375821303,0.95,0.77,0.59,0.59,0.59,0.571977712300376
10,5,3,3,0.233387466868975,0.73,0.98,1.22,0.73,0.73,0.564741186772541
11,5,3,3,0.21099606118473,0.72,1.12,0.82,0.72,0.72,0.540278482906841
12,5,3,3,0.18021292273004,0.59,1.11,0.94,0.59,0.59,0.646540468060646
13,5,3,3,0.474635250075891,1.12,1.24,1.12,1.12,1.12,0.822120763767472
14,5,3,3,0.28989433493016,0.73,0.73,1.27,0.73,0.73,0.793210972846756
15,5,3,3,0.182817713235364,0.7,0.7,0.87,0.7,0.7,0.509885175600436
16,5,3,3,0.155563073311441,0.54,0.48,1.17,0.98,0.48,0.570995948783158
17,5,3,3,0.232964143926462,0.75,1.12,0.75,0.75,0.75,0.591264547980154
18,5,3,3,0.132440740708762,0.6,0.91,1.16,0.6,0.6,0.457816875636699
19,5,3,3,0.356497030443432,1.25,1.05,1.05,1.05,1.05,0.602436649427596
20,5,3,3,0.383947627678161,1.09,1.09,1.09,1.09,1.09,0.69506370033738
21,5,3,3,0.144283511173921,0.58,0.61,0.92,0.57,0.57,0.494162898244601
22,5,3,3,0.306625915759641,0.89,0.84,0.84,1.17,0.84,0.722543897294027
23,5,3,3,0.569735077990065,1.37,1.37,1.59,1.37,1.37,0.819904632511474
24,5,3,3,0.301420972238461,0.75,0.9,0.75,0.75,0.75,0.831265591288364
25,5,3,3,0.16377342063567,0.61,0.59,0.53,0.53,0.53,0.581512364927782
26,5,3,3,0.827547355319732,1.53,1.53,1.53,1.53,1.53,1.01673097323044
27,5,3,3,0.164347076710558,1.15,0.72,0.95,0.72,0.72,0.482544556664855
28,5,3,3,0.341357949970351,1.03,1.22,1.03,1.52,1.03,0.607449878923284
29,5,3,3,0.215553839553055,0.92,0.74,1.04,0.74,0.74,0.524670167414509
30,5,3,3,0.396693253366781,0.95,1.37,1.22,0.95,0.95,0.742221245141833
31,5,3,3,0.321919305786719,0.85,0.81,0.8,0.8,0.8,0.819140822790322
32,5,3,3,0.283237832273126,0.89,1.15,0.89,0.89,0.89,0.563798248871653
33,5,3,3,0.206710404324663,0.58,1.11,0.55,0.71,0.55,0.641391662947886
34,5,3,3,0.621255791229125,1.34,1.34,1.34,1.34,1.34,0.875693517695549
35,5,3,3,0.264446141875949,0.75,0.82,1.28,0.75,0.75,0.647141738562967
36,5,3,3,0.192744815475095,0.69,0.81,0.57,0.74,0.57,0.658993496085731
37,5,3,3,0.15917558545752,0.58,0.84,1.11,0.58,0.58,0.48242712838597
38,5,3,3,0.381217542510959,0.94,1.32,0.99,0.94,0.94,0.764735956073526
39,5,3,3,0.522744049564445,1.38,1.53,1.38,1.38,1.38,0.740208011010876
40,5,3,3,0.205586617254687,0.63,0.99,0.62,0.78,0.62,0.558568538760409
41,5,3,3,0.189253820869123,0.62,0.85,0.59,1.25,0.59,0.544652990943579
42,5,3,3,0.254629352943683,0.71,0.88,1.21,0.71,0.71,0.741071229093682
43,5,3,3,0.181684648945007,0.8,0.64,1.22,0.64,0.64,0.551922195444586
44,5,3,3,0.18358892683273,0.69,0.7,0.56,0.56,0.56,0.606148238540488
45,5,3,3,0.17020126574521,0.87,1.19,0.66,0.82,0.66,0.48885550528151
46,5,3,3,0.354566560293202,0.99,0.85,0.85,1.22,0.85,0.778501032066257
47,5,3,3,0.0965447326532503,0.83,0.88,0.72,0.54,0.42,0.384970135176577
48,5,3,3,0.258292017369059,1.06,1.02,0.83,0.83,0.83,0.629225916588749
49,5,3,3,0.379223979505931,1.12,1.1,1.1,1.1,1.1,0.582831965564442
50,5,3,3,0.32213222301126,1.17,1.17,1.21,1.17,1.17,0.542379023181968
51,5,3,3,0.410230327963329,1.3,1.19,1.19,1.19,1.19,0.673461551240292
52,5,3,3,0.25182801541688,0.73,0.99,0.69,0.56,0.56,0.805301156030509
53,5,3,3,0.156684985036869,0.69,0.77,0.69,0.69,0.69,0.554083775750931
54,5,3,3,0.166163407392111,0.94,0.88,0.72,0.64,0.64,0.470999345965631
55,5,3,3,0.30346560930641,0.97,1.22,0.97,0.97,0.97,0.555869414737153
56,5,3,3,0.17969642624558,0.97,0.76,0.62,0.5,0.5,0.590275458487932
57,5,3,3,0.247197466936337,1.18,1,0.92,0.88,0.88,0.56996568097773
58,5,3,3,0.160970237541317,0.94,0.72,1.26,0.68,0.68,0.466333501755275
59,5,3,3,0.320331401794663,1.23,1.01,1.14,1.01,1.01,0.585497093875354
60,5,3,3,0.295407350927267,1.16,0.87,0.87,1.19,0.87,0.638039185136741
61,5,3,3,0.434587676058404,1.19,1.19,1.48,1.19,1.19,0.677209268531302
62,5,3,3,0.190552206250699,1.02,0.86,0.67,0.67,0.67,0.525152978118451
63,5,3,3,0.179770507478765,0.64,0.87,0.66,0.56,0.56,0.605241022406613
64,5,3,3,0.16711623299647,0.82,0.73,1.14,0.73,0.73,0.455664988753297
65,5,3,3,0.364618215536363,1.14,1.06,1.12,1.06,1.06,0.571851531322655
66,5,3,3,0.43566808008127,1.14,1.14,1.33,1.14,1.14,0.648535739613369
67,5,3,3,0.347688945148673,1.29,1.29,1.29,1.29,1.29,0.565652430643869
