"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
1,5,3,3,0.190775477776591,0.728787087331778,0.802990765648711,0.59728484459558,0.601204247724332,0.467685785869251,0.648056602745678
2,5,3,3,0.208818474919468,0.82682376127476,0.800069064000694,1.11770205868739,0.557550430257042,0.798714933739196,0.513452387741312
3,5,3,3,0.32560039332846,1.04349377949744,0.689354802715463,1.01582940170636,0.595678890164974,0.535235282226318,1.0532588422736
4,5,3,3,0.167562643382436,0.914512800756626,1.42056997927812,1.20736691772032,0.793007369043911,0.644531702630698,0.355559860218682
5,5,3,3,0.305433456655099,0.722336109534591,0.746675078130381,0.677693148587176,1.14232242775834,0.534960719223301,1.04941768748037
6,5,3,3,0.236241524442931,0.711143801956472,0.863648798888776,0.548048251657258,0.90730105149747,0.47867277477236,0.826632448767568
7,5,3,3,0.110919652012951,1.28256874036543,0.843199736926926,1.07852577007796,0.765434183822447,0.599182391418614,0.229924946822036
8,5,3,3,0.182431801388692,0.899879775927318,0.812707796192838,0.626972234432963,0.883990782209628,0.476752314200237,0.588707192114992
9,5,3,3,0.116025005975409,1.18338574121431,1.00946287494622,0.828297691621707,0.788924119990451,0.590332628033187,0.232168542647421
10,5,3,3,0.217189224094879,0.646233950855044,0.952680319884262,1.19975121930861,0.619255704895972,0.517579910383453,0.680451854206857
11,5,3,3,0.191155640579181,0.632909661278878,1.15613361677937,0.859364593286512,0.702182813433016,0.519078747161234,0.58797308470169
12,5,3,3,0.161016986938836,0.682591956282125,1.22462416893427,1.05409826503193,0.653467082664875,0.531413096603591,0.44287967471452
13,5,3,3,0.383452680403115,0.867029958209095,1.1275966032122,0.722174443231428,0.635035671647367,0.864938595682914,1.08212488902386
14,5,3,3,0.261806113562116,0.816502468160197,0.85503858248114,1.39408492034879,0.819466656629768,0.631663928740302,0.573310295680623
15,5,3,3,0.163344421161182,0.68992820860721,0.597011226053142,0.881593517051791,0.666757730624279,0.456024689399941,0.561862354398394
16,5,3,3,0.148492513186405,0.578064840417251,0.460087190057567,1.21531049421113,1.02346396278404,0.385602567402092,0.57401871412137
17,5,3,3,0.209503496916064,0.740391014449678,1.16581204898459,0.771139367739915,0.651597007969028,0.51379411717705,0.57352693329994
18,5,3,3,0.121684118831129,0.642739967494563,0.987016095647328,1.24147990897201,0.650518780293854,0.462286406670535,0.385988071082917
19,5,3,3,0.247340596670878,1.0391692151364,0.824957413745587,0.608658974947713,0.604198796148734,0.445101847192148,1.0056867447505
20,5,3,3,0.273379272896533,0.890986549432123,0.777424148030171,0.673491876788302,0.682642483822585,0.499181776892358,1.05240554639273
21,5,3,3,0.133938224677069,0.690453875890145,0.720901526532216,1.03895657128484,0.592249706307089,0.496163830382955,0.384046926149066
22,5,3,3,0.271659511902771,0.810980164269535,0.708963676941792,0.6110327320235,1.08608506045484,0.492679231595401,0.925553005169884
23,5,3,3,0.467592688649172,0.904466157104337,1.21449165760925,1.47734314724724,0.874271258189513,0.726917628195398,1.10258885035901
24,5,3,3,0.275529796545521,0.745803845901234,0.985154781776629,0.780076362297948,0.808151367178794,0.631950288106542,0.695075571604153
25,5,3,3,0.154811141013364,0.70874563378936,0.693194665950734,0.586256471317934,0.546378437768735,0.50225617228142,0.459812463702461
26,5,3,3,0.523672333335552,0.88048748825224,0.902920080378119,0.780329263032538,0.649551840005177,0.895847188641238,1.86196390387743
27,5,3,3,0.14607230595494,1.2486371357639,0.800001834710412,1.04904607847037,0.673187594951528,0.501926724623429,0.39245775818458
28,5,3,3,0.270396732180389,0.52945921233574,1.02147468884119,0.820287527004235,1.32252570371869,0.469668244132503,0.99109404882129
29,5,3,3,0.189052569547662,0.937970170964952,0.617309391507741,1.05451636342906,0.679594097883294,0.477262617646103,0.579206429894119
30,5,3,3,0.339584372337673,0.69617165033132,1.22851495706526,1.07947381599375,0.782069397653357,0.565668686936021,1.05856557985897
31,5,3,3,0.289938149870876,0.770077123369241,0.728428408315571,0.654278627266113,0.63499217393506,0.487114607174003,1.12170109700069
32,5,3,3,0.221858390023564,0.703442086407252,1.0176629537895,0.676690635779843,0.433949651389826,0.676585379288149,0.841340198248656
33,5,3,3,0.194328296698774,0.693463676299589,1.22120226656363,0.561334813278735,0.818750909910471,0.515058870254492,0.518942842968208
34,5,3,3,0.440863751873377,0.981960143299627,0.820409371477919,0.785694549348915,0.771950572282991,0.616217410506246,1.54766900332363
35,5,3,3,0.217636454473474,0.495136055392524,0.721142935015297,1.18519710030633,0.575125718890074,0.439868426420687,0.972380884794813
36,5,3,3,0.184287424222443,0.718065286666662,0.841615642527274,0.4851464746077,0.773415724564771,0.428829956544504,0.689302818637959
37,5,3,3,0.151246660125501,0.560593094520604,0.860876487675847,1.13820477171743,0.569449488375775,0.459845095431241,0.525558212519392
38,5,3,3,0.332125536435205,0.799756135870302,1.32945523643365,1.00415505171804,0.846653983493239,0.642450618197126,0.82764964572459
39,5,3,3,0.356306229374208,0.973807443864663,1.22618711882025,0.637187351830467,0.985164062750631,0.565930510365768,1.24692365613215
40,5,3,3,0.195274426481491,0.623940334796718,0.990703520427142,0.477097399536776,0.782139379531028,0.470301479634675,0.694555487047865
41,5,3,3,0.175560756235151,0.780077654078734,1.00906574436564,0.658076468324237,1.411834244257,0.576613624558584,0.402340060974891
42,5,3,3,0.230840710890515,0.69131527130265,0.948338015336152,1.2769872372895,0.744079845771253,0.566898845882348,0.636962502583149
43,5,3,3,0.164971403262573,0.945891883939107,0.741962444054601,1.36240002951135,0.772058536370338,0.585755245628521,0.381630471154436
44,5,3,3,0.176152232320388,0.696045656579031,0.707897114578893,0.520791265806882,0.539251399655592,0.434849149762438,0.671995965851044
45,5,3,3,0.151109397473302,0.871848197799366,1.19467680054011,0.596426698155333,0.826041138925264,0.414385842282315,0.544293349410771
46,5,3,3,0.285067983099935,0.841486956392523,0.626897344564378,0.518075317823435,1.07777539013908,0.441366358095293,1.18838743514364
47,5,3,3,0.0922810435380461,0.92561913063181,0.968584158700221,0.81225128020156,0.632837741973913,0.415966912260209,0.296166271096393
48,5,3,3,0.229621000611474,1.06925197381649,1.03306168659607,0.815079067182997,0.746805498205428,0.541427827479134,0.670515852811779
49,5,3,3,0.273295697626751,0.926094685004017,0.722695627626817,0.771574530199244,0.577730713849567,0.504648852723341,0.934769855273056
50,5,3,3,0.205206384965859,0.895729790568833,0.73854449167671,0.9981607504741,0.629966000353753,0.443351390322329,0.844011317694669
51,5,3,3,0.274588569209593,1.01671600339641,0.805108712375624,0.731870734946549,0.662568423327475,0.456299407759061,1.10783938040241
52,5,3,3,0.239514699532847,0.836459895802087,1.09029655309335,0.797131398955372,0.598107929877585,0.556701996816285,0.634192970989185
53,5,3,3,0.132835809547372,0.734551707151602,0.856944395858598,0.769657783427343,0.681705109460979,0.479315491694746,0.403601132193786
54,5,3,3,0.156194898707136,1.00896073354474,0.944933849880753,0.780078244994156,0.609335875087815,0.509692238543895,0.451368664550051
55,5,3,3,0.21997403650568,0.677649712478013,1.07059888706172,0.756126962217244,0.600850359638221,0.452982159119503,0.830195587297749
56,5,3,3,0.137344909106591,1.25288074106357,1.04313850842218,0.904113696406442,0.716152849165178,0.671382597322515,0.245910502978395
