Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,1,3,0.16907400438643352,1,1,1,1,0,4,1.3616317966285383
1,5,1,3,0.11251621165041144,1,1,1,0,0,3,0.978069145597392
2,5,1,3,0.11513311903986821,1,1,1,0,0,3,1.0804212283123944
3,5,1,3,0.13203423312870485,1,1,0,0,0,2,0.8581314722888448
4,5,1,3,0.1461810767299541,1,1,1,0,0,3,1.272744287493777
5,5,1,3,0.13220908211886181,1,1,1,0,0,3,1.2931598856868458
6,5,1,3,0.0859494372431308,1,1,1,0,0,3,1.1564965528674382
7,5,1,3,0.046914318811410685,1,1,1,1,0,4,1.1453697425592442
8,5,1,3,0.1351017079457162,1,1,1,1,0,4,1.5551865505116207
9,5,1,3,0.1041438242627496,1,1,1,0,0,3,0.9589885483572222
10,5,1,3,0.14807856563562843,1,1,1,1,0,4,1.4473022796069832
11,5,1,3,0.114338374106911,1,1,1,1,0,4,1.2098802168786675
12,5,1,3,0.10411864543538922,1,1,1,1,0,4,1.325463231046212
13,5,1,3,0.020627418859154447,1,1,0,0,0,2,0.6136782063863775
14,5,1,3,0.11780435347065027,1,1,1,1,0,4,1.2431564581281174
15,5,1,3,0.09042127452102461,1,1,1,1,0,4,1.233632893221822
16,5,1,3,0.1763881136337896,1,1,1,1,0,4,1.5777189398089688
17,5,1,3,0.07321765723105927,1,1,1,1,1,5,4.764058700261201
18,5,1,3,0.05386326623918593,1,1,0,0,0,2,0.74547316685038
19,5,1,3,0.06668481750838709,1,1,1,1,0,4,1.2925420655471487
20,5,1,3,0.12537177460878898,1,1,1,1,0,4,1.2772774222708843
21,5,1,3,0.16985864168081286,1,1,0,0,0,2,0.8580840373494234
22,5,1,3,0.08734825596692336,1,1,1,1,0,4,1.0394855951538198
23,5,1,3,0.14353272536343165,1,1,1,0,0,3,1.2544058279071695
24,5,1,3,0.0697245063412204,1,1,1,1,0,4,1.3444710327436624
