Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,1,3,0.18834465807547487,1,1,1,1,1,1,0,0,0,0,6,1.6660903730460217
1,10,1,3,0.08462405897458118,1,1,1,0,0,0,0,0,0,0,3,0.8205638979348931
2,10,1,3,0.1674766260158546,1,1,1,1,0,0,0,0,0,0,4,1.3815129833502136
3,10,1,3,0.09637967846308403,1,1,1,1,1,1,0,0,0,0,6,1.0613497318394223
4,10,1,3,0.11611650739331007,1,1,1,1,1,1,0,0,0,0,6,1.3736821454900037
5,10,1,3,0.19480736714591962,1,1,1,1,1,0,0,0,0,0,5,1.465641920444603
6,10,1,3,0.19734096766770182,1,1,1,1,0,0,0,0,0,0,4,1.4720233245810983
7,10,1,3,0.18167627073538417,1,1,1,1,1,1,0,0,0,0,6,1.1937804326987052
8,10,1,3,0.15559080841636286,1,1,1,1,1,1,0,0,0,0,6,1.2067431280892618
9,10,1,3,0.1837205670784351,1,1,1,1,1,0,0,0,0,0,5,1.1793225564492773
10,10,1,3,0.13269941161235008,1,1,1,1,1,1,1,0,0,0,7,1.3416324747574686
11,10,1,3,0.17731119327973943,1,1,1,1,1,0,0,0,0,0,5,1.5365192838702515
12,10,1,3,0.16523039502079073,1,1,1,1,0,0,0,0,0,0,4,0.966850021268397
13,10,1,3,0.13466792502360828,1,1,1,1,1,1,0,0,0,0,6,1.3855241260346567
14,10,1,3,0.12367244516874291,1,1,1,1,1,0,0,0,0,0,5,1.3764298448941874
15,10,1,3,0.16175706335434464,1,1,1,1,1,1,0,0,0,0,6,1.4759164793982449
16,10,1,3,0.15976415876715047,1,1,1,1,1,1,0,0,0,0,6,1.7965428047060734
17,10,1,3,0.21849256709631726,1,1,1,1,1,1,0,0,0,0,6,1.2302676805878954
18,10,1,3,0.11438313789345353,1,1,1,1,1,1,1,0,0,0,7,1.5006495879503476
19,10,1,3,0.17611749796354234,1,1,1,1,1,1,0,0,0,0,6,1.3006761653288996
20,10,1,3,0.17891252082504933,1,1,1,1,1,1,0,0,0,0,6,1.4199121548432183
21,10,1,3,0.1666121860043655,1,1,1,1,1,1,0,0,0,0,6,1.2652201497306592
22,10,1,3,0.19941866481135345,1,1,1,1,0,0,0,0,0,0,4,1.4725142130433584
23,10,1,3,0.12149400189311582,1,1,1,1,1,0,0,0,0,0,5,1.277328782931545
24,10,1,3,0.19846736868246695,1,1,1,1,1,1,0,0,0,0,6,1.4498404605791304
25,10,1,3,0.13499276828378856,1,1,1,1,0,0,0,0,0,0,4,1.0679670005846114
26,10,1,3,0.11543679987648806,1,1,1,1,1,1,0,0,0,0,6,1.1332327590377727
27,10,1,3,0.18290221162104145,1,1,1,1,1,0,0,0,0,0,5,1.3572378652257733
28,10,1,3,0.15694449562501211,1,1,1,1,1,1,1,0,0,0,7,1.6389035317562897
29,10,1,3,0.18436796567717714,1,1,1,1,1,1,0,0,0,0,6,1.2085119243579243
30,10,1,3,0.20643269878922432,1,1,1,1,1,1,1,0,0,0,7,1.7845727336494894
31,10,1,3,0.13368722331396274,1,1,1,1,1,1,1,0,0,0,7,1.3064476591422336
32,10,1,3,0.2099537985341322,1,1,1,1,1,0,0,0,0,0,5,1.3999795847860703
33,10,1,3,0.16636123080371717,1,1,1,1,1,0,0,0,0,0,5,1.2615988760733157
34,10,1,3,0.21513966880053667,1,1,1,1,1,0,0,0,0,0,5,1.5206610541197552
35,10,1,3,0.13878897577193816,1,1,1,1,0,0,0,0,0,0,4,0.9930091630602735
36,10,1,3,0.17510485526163633,1,1,1,1,1,1,1,0,0,0,7,1.5844530375594457
37,10,1,3,0.1931673280908766,1,1,1,1,1,1,0,0,0,0,6,1.5839977981012128
38,10,1,3,0.1533859271897062,1,1,1,1,0,0,0,0,0,0,4,1.6139748403353957
39,10,1,3,0.17749290306191645,1,1,1,1,1,1,1,0,0,0,7,1.8473747709693824
40,10,1,3,0.1573301570806857,1,1,1,1,1,1,0,0,0,0,6,1.4156812979124624
41,10,1,3,0.1646785557785673,1,1,1,1,1,1,1,0,0,0,7,1.7301531616203762
42,10,1,3,0.11057949919698257,1,1,1,1,1,0,0,0,0,0,5,0.8849278556833127
43,10,1,3,0.10368269064052785,1,1,1,1,1,1,0,0,0,0,6,0.9755925861763343
44,10,1,3,0.18057357056973616,1,1,1,1,1,1,0,0,0,0,6,1.5055511183676968
45,10,1,3,0.1479587238238072,1,1,1,1,1,1,1,0,0,0,7,1.4146982858228316
46,10,1,3,0.17793885974158272,1,1,1,1,1,0,0,0,0,0,5,1.0687062516534422
47,10,1,3,0.12173959372731727,1,1,1,1,1,0,0,0,0,0,5,1.0020154004094675
48,10,1,3,0.21758885013874457,1,1,1,1,0,0,0,0,0,0,4,1.1757302254901398
49,10,1,3,0.15462758275395144,1,1,1,1,1,0,0,0,0,0,5,1.483372306844398
50,10,1,3,0.17849673403327046,1,1,1,1,1,0,0,0,0,0,5,1.7489293315252086
51,10,1,3,0.1857492182235695,1,1,1,0,0,0,0,0,0,0,3,1.2626316215457831
52,10,1,3,0.17221717153396687,1,1,1,1,1,0,0,0,0,0,5,1.202238638771969
53,10,1,3,0.12277804607569705,1,1,1,1,1,1,1,0,0,0,7,1.4228116991134194
54,10,1,3,0.10751677113559509,1,1,1,1,1,1,1,0,0,0,7,1.553880979005582
55,10,1,3,0.14483471169804885,1,1,1,1,1,0,0,0,0,0,5,1.2528737588008818
56,10,1,3,0.15624351124050928,1,1,1,1,1,1,0,0,0,0,6,1.4517440570441653
57,10,1,3,0.11363133782826232,1,1,1,1,1,1,0,0,0,0,6,1.4108828336832835
58,10,1,3,0.11372288892410148,1,1,1,1,1,1,1,1,0,0,8,1.5499526636792638
59,10,1,3,0.1369630904980631,1,1,1,1,1,1,0,0,0,0,6,1.6117621339076762
60,10,1,3,0.10762188532724956,1,1,1,1,0,0,0,0,0,0,4,1.1715726736684422
61,10,1,3,0.18133915771578857,1,1,1,1,1,1,0,0,0,0,6,1.4249639318922207
62,10,1,3,0.20522553226205983,1,1,1,1,1,1,0,0,0,0,6,1.56606823508015
63,10,1,3,0.18212973238074176,1,1,1,1,1,1,0,0,0,0,6,1.381839928088108
64,10,1,3,0.22764859674594734,1,1,1,0,0,0,0,0,0,0,3,1.3532358552460797
65,10,1,3,0.1763390361407503,1,1,1,1,1,0,0,0,0,0,5,1.3017320460849158
66,10,1,3,0.15173377262600798,1,1,1,1,1,0,0,0,0,0,5,1.408043877271747
67,10,1,3,0.23110193040668908,1,1,1,0,0,0,0,0,0,0,3,1.2340846806891632
68,10,1,3,0.1516036386304943,1,1,1,1,1,1,0,0,0,0,6,1.6461205945590045
69,10,1,3,0.218613780456106,1,1,1,1,1,0,0,0,0,0,5,1.5782300433318928
70,10,1,3,0.19620623508267054,1,1,1,1,0,0,0,0,0,0,4,1.6291788366028936
71,10,1,3,0.20289384168632782,1,1,1,1,1,0,0,0,0,0,5,1.20634193170374
72,10,1,3,0.1556111713469493,1,1,1,1,1,0,0,0,0,0,5,1.3755068356701845
73,10,1,3,0.17276314299110435,1,1,1,1,1,1,1,0,0,0,7,1.356476718518833
74,10,1,3,0.1697045097847368,1,1,1,1,1,1,0,0,0,0,6,1.4772014438620027
75,10,1,3,0.14606427302511266,1,1,1,1,1,1,0,0,0,0,6,1.3045283003161505
76,10,1,3,0.1910943539649807,1,1,1,0,0,0,0,0,0,0,3,1.2158613673855696
77,10,1,3,0.15927817315139958,1,1,1,1,1,1,0,0,0,0,6,1.6270034195449075
78,10,1,3,0.19907362801401118,1,1,1,1,1,0,0,0,0,0,5,1.710712063215794
