Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,3,3,0.09093291455712357,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8009311839768215
1,20,3,3,0.2591603967516799,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.2964137152701811
2,20,3,3,0.35835846511164043,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.948706960211425
3,20,3,3,0.16429370372616234,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1377729467773845
4,20,3,3,0.18406155124383283,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9688255627943452
5,20,3,3,0.11191202534960358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8242727573361767
6,20,3,3,0.29239599478609823,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.346124931730651
7,20,3,3,0.1758052579680126,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9938092080118951
8,20,3,3,0.3189173414478689,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.266953796279755
9,20,3,3,0.21524526250081574,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3563422298190297
10,20,3,3,0.2259370620141756,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.3733531256011149
11,20,3,3,0.23214326915903244,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.610211368553934
12,20,3,3,0.24860271005613255,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2706391997624773
13,20,3,3,0.2587218442083442,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.7951633235982474
14,20,3,3,0.10094247930380082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7414389271260465
15,20,3,3,0.18232720052366103,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.2929781140635965
16,20,3,3,0.3652313651708364,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5606873086713309
17,20,3,3,0.27981809345314823,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8905813729294079
18,20,3,3,0.24157912745789567,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4587462538117213
19,20,3,3,0.2914912569464011,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.5871126957592065
20,20,3,3,0.24859206598515085,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.3155843441379222
21,20,3,3,0.2595233143916608,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.8000108198370688
22,20,3,3,0.1545108799028863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8936445580274759
23,20,3,3,0.2137861825550167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0047824840164912
24,20,3,3,0.29057026522505053,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3157628091588909
25,20,3,3,0.3141868029686236,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.33891716549022
26,20,3,3,0.34608056151989197,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7773443076402544
27,20,3,3,0.3002668844909366,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5164657692921717
28,20,3,3,0.3627370456002921,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0525753691423216
29,20,3,3,0.2538025564696995,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5208256895792176
30,20,3,3,0.2986227623310129,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.6406032338104648
31,20,3,3,0.2811199283117913,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2959356114511058
32,20,3,3,0.18503880512592802,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.98240826896361
33,20,3,3,0.23845930623537204,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4568724738186192
34,20,3,3,0.3252854530450606,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.740494235399459
35,20,3,3,0.26601970909436773,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.02994783499227
36,20,3,3,0.1967516002103561,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.025783519276278
37,20,3,3,0.247930170421565,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.2212632308853104
38,20,3,3,0.26134900370031533,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.9720482775216808
39,20,3,3,0.3050042763713427,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8397670823084464
40,20,3,3,0.19111606443438225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8944063041983699
41,20,3,3,0.2980002491573031,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.529941682795655
42,20,3,3,0.33330652372815195,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.7904523200158198
43,20,3,3,0.16318062540681472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8874157757632033
44,20,3,3,0.2398448613682661,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,1.935733870126442
45,20,3,3,0.2404388427760609,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.4216823361769553
46,20,3,3,0.29077360399061314,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3894583065419222
47,20,3,3,0.29652132475571014,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.7422002342623903
48,20,3,3,0.28077426605422773,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.2825590466318277
49,20,3,3,0.2032924469209283,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.220821049114237
50,20,3,3,0.2371847221592868,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.525549010191889
51,20,3,3,0.16534950350135982,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1337487134849722
52,20,3,3,0.23061518793097113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0836206155989878
53,20,3,3,0.17762911716662672,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.995355571664281
54,20,3,3,0.2750194002050129,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.295170828822586
55,20,3,3,0.29782986484701945,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3753115571822319
56,20,3,3,0.3286697244869382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8007939604664647
57,20,3,3,0.21277188026194455,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.1451187277962114
58,20,3,3,0.2389057909158928,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5863910424897796
59,20,3,3,0.3360263020439366,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5874739362118166
60,20,3,3,0.2749649113873922,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9380132664114647
61,20,3,3,0.272427818791254,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4310643981171092
62,20,3,3,0.30466192917426027,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8666217351429428
63,20,3,3,0.23292853921229023,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1701872017192427
64,20,3,3,0.27970097797153853,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.3943319938730319
65,20,3,3,0.24275881400583088,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2.2217158387473495
66,20,3,3,0.31642467140515057,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6431237236189156
67,20,3,3,0.18383503074005975,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.6854927216821225
