Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,3,3,0.16101228438058449,1,1,1,1,0,4,2.4621510573698964
1,5,3,3,0.06636231533643461,1,1,0,0,0,2,0.720161054755991
2,5,3,3,0.11077408452888958,1,1,1,0,0,3,1.0247656056203236
3,5,3,3,0.07472938287292062,1,1,0,0,0,2,0.8433528259131302
4,5,3,3,0.1949640052222531,1,1,0,0,0,2,1.173043191938655
5,5,3,3,0.07587546154551648,1,1,0,0,0,2,0.7877809178980375
6,5,3,3,0.13464386714849663,1,1,1,0,0,3,0.9970933345156308
7,5,3,3,0.19173210933754015,1,1,1,0,0,3,1.4554697795019758
8,5,3,3,0.11361300789366173,1,1,1,0,0,3,1.0526171590198519
9,5,3,3,0.1261491154671863,1,1,1,1,0,4,1.4030150843325293
10,5,3,3,0.09915685685767679,1,0,0,0,0,1,0.7727234846204607
11,5,3,3,0.015449996587930549,1,0,0,0,0,1,0.6036825112807314
12,5,3,3,0.07722027680789902,1,1,0,0,0,2,0.8362707777739375
13,5,3,3,0.15089885070293255,1,1,1,0,0,3,1.2954192453122844
14,5,3,3,0.13874134914611913,1,1,1,0,0,3,1.1385830557222973
15,5,3,3,0.05020934863681391,1,1,0,0,0,2,0.7845657105719366
16,5,3,3,0.07970160394201888,1,1,1,0,0,3,1.239643365489242
17,5,3,3,0.12752590660812418,1,1,1,0,0,3,1.099869560646606
18,5,3,3,0.06513626891054225,1,1,0,0,0,2,0.7716666627088731
19,5,3,3,0.2099171135421835,1,1,1,0,0,3,1.3319873150341126
20,5,3,3,0.19534528821870567,1,1,1,0,0,3,1.3291155313145158
21,5,3,3,0.11932607862620041,1,1,1,0,0,3,1.2437215357718252
22,5,3,3,0.24939529607306513,1,1,0,0,0,2,1.4468248490510072
23,5,3,3,0.1302898043722482,1,1,1,0,0,3,1.0482909885511706
24,5,3,3,0.14126723259045415,1,1,1,0,0,3,1.2132676508063587
25,5,3,3,0.1284469793614364,1,1,1,0,0,3,1.291032659055198
26,5,3,3,0.08511116033323526,1,1,0,0,0,2,0.8169549833795122
27,5,3,3,0.0658202560416147,1,1,0,0,0,2,0.725159153517783
28,5,3,3,0.07733030500076567,1,0,0,0,0,1,0.7260133045955873
29,5,3,3,0.09744557248929389,1,1,1,0,0,3,1.1161708428033421
30,5,3,3,0.04665133959906377,1,0,0,0,0,1,0.6597928340990635
31,5,3,3,0.10250314487682527,1,1,1,1,0,4,1.4472465074246923
32,5,3,3,0.11026325055358574,1,1,0,0,0,2,0.8564140303216983
33,5,3,3,0.10740802363414333,1,0,0,0,0,1,0.8405442229090123
34,5,3,3,0.1230736024996798,1,1,0,0,0,2,0.9286646767172666
35,5,3,3,0.13343415821756896,1,1,0,0,0,2,0.8654366719329791
36,5,3,3,0.06621290702363686,1,1,1,0,0,3,1.1482689418964354
37,5,3,3,0.17367113843174953,1,1,0,0,0,2,1.0409483809719073
38,5,3,3,0.08598215675126933,1,0,0,0,0,1,0.75293684251139
39,5,3,3,0.10330026751041047,1,1,1,1,0,4,1.5205561196071367
40,5,3,3,0.2052012451294663,1,1,1,0,0,3,1.8697701233759614
41,5,3,3,0.24849615619260923,1,1,1,0,0,3,1.3042431947369448
42,5,3,3,0.02902239211376316,1,0,0,0,0,1,0.6325180899963152
43,5,3,3,0.05410471969162091,1,1,0,0,0,2,0.7850381511489499
44,5,3,3,0.16632603475902713,1,1,0,0,0,2,1.0631229256637282
45,5,3,3,0.10652094619962343,1,1,0,0,0,2,1.034578377238743
46,5,3,3,0.1482593389458019,1,1,1,0,0,3,1.0604757302263628
47,5,3,3,0.0871854086596555,1,1,0,0,0,2,0.8572326818857039
48,5,3,3,0.13849345877467617,1,1,1,0,0,3,1.4816910921740951
49,5,3,3,0.1361615550778578,1,1,1,0,0,3,1.203726613293536
50,5,3,3,0.06825278600813656,1,1,1,0,0,3,1.4377871436012482
51,5,3,3,0.11061873624490104,1,1,1,1,0,4,1.5841236745093812
52,5,3,3,0.21356350025094456,1,1,1,0,0,3,2.145362748432715
53,5,3,3,0.12584565059451353,1,1,1,1,0,4,1.431536805218391
