Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,3,3,0.18451845171387998,1,1,1,1,0,0,0,0,0,0,4,1.4710257212502245
1,10,3,3,0.20233755687385985,1,1,1,0,0,0,0,0,0,0,3,1.1101009461785167
2,10,3,3,0.08881950844757142,1,1,0,0,0,0,0,0,0,0,2,0.8096221857026854
3,10,3,3,0.14432295909085846,1,1,1,0,0,0,0,0,0,0,3,1.049893666752233
4,10,3,3,0.209110872355257,1,1,1,0,0,0,0,0,0,0,3,1.317564737570319
5,10,3,3,0.11909968703360954,1,1,0,0,0,0,0,0,0,0,2,0.8730066152336962
6,10,3,3,0.0775661759261171,1,1,1,1,0,0,0,0,0,0,4,0.9240055767141845
7,10,3,3,0.17307985428328257,1,1,1,1,1,1,0,0,0,0,6,1.711688978634022
8,10,3,3,0.18868689944092398,1,1,1,0,0,0,0,0,0,0,3,1.2762568778966654
9,10,3,3,0.15977577294810488,1,1,1,1,0,0,0,0,0,0,4,1.6421551120086555
10,10,3,3,0.021008762175948693,1,0,0,0,0,0,0,0,0,0,1,0.6118036025349196
11,10,3,3,0.31066274807390076,1,1,1,0,0,0,0,0,0,0,3,2.4454913734709693
12,10,3,3,0.24937842192224982,1,1,1,1,1,0,0,0,0,0,5,1.4118506053345459
13,10,3,3,0.2114963093922103,1,1,1,1,1,0,0,0,0,0,5,1.412774167510249
14,10,3,3,0.2571921999881011,1,1,1,1,0,0,0,0,0,0,4,1.2155341948825353
15,10,3,3,0.1001383054378254,1,1,0,0,0,0,0,0,0,0,2,0.9332040688253893
16,10,3,3,0.12990692074008342,1,1,1,1,1,0,0,0,0,0,5,1.192718020412439
17,10,3,3,0.2303423351122197,1,1,0,0,0,0,0,0,0,0,2,1.0544514498058057
18,10,3,3,0.06672838190963772,1,0,0,0,0,0,0,0,0,0,1,0.7182616389314643
19,10,3,3,0.2551941166368087,1,1,1,0,0,0,0,0,0,0,3,1.2489096672241755
20,10,3,3,0.12176478083614375,1,1,1,0,0,0,0,0,0,0,3,0.8281647372211592
21,10,3,3,0.10782117237389646,1,1,1,1,0,0,0,0,0,0,4,1.2009245378264546
22,10,3,3,0.08985245865469096,1,0,0,0,0,0,0,0,0,0,1,0.744833437671832
23,10,3,3,0.20143986046120196,1,1,1,1,0,0,0,0,0,0,4,1.5221938666456751
24,10,3,3,0.185668341407556,1,1,1,0,0,0,0,0,0,0,3,1.1603833005507838
25,10,3,3,0.1776183014519006,1,1,1,0,0,0,0,0,0,0,3,1.0634255841557114
26,10,3,3,0.21827228045792124,1,1,1,1,1,0,0,0,0,0,5,1.5305621777248408
27,10,3,3,0.23676096369354013,1,1,1,1,1,0,0,0,0,0,5,1.9151266972591947
28,10,3,3,0.12312409583804466,1,1,1,1,0,0,0,0,0,0,4,0.927138263741837
29,10,3,3,0.13471144302210772,1,1,1,0,0,0,0,0,0,0,3,0.9794416540927158
30,10,3,3,0.1684681097432826,1,1,1,1,0,0,0,0,0,0,4,1.7149041976744068
31,10,3,3,0.27580654409940025,1,1,1,1,0,0,0,0,0,0,4,1.5271158977570165
32,10,3,3,0.14166092647257997,1,1,1,1,0,0,0,0,0,0,4,1.8705399942167151
33,10,3,3,0.27932879231503466,1,1,1,1,0,0,0,0,0,0,4,1.6328713634182126
34,10,3,3,0.1794526738060753,1,1,1,1,0,0,0,0,0,0,4,1.7267360295013048
35,10,3,3,0.19458552874594576,1,1,1,1,0,0,0,0,0,0,4,2.088040674151601
36,10,3,3,0.12883632629932595,1,1,0,0,0,0,0,0,0,0,2,0.9300212156115237
