"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
1,5,5,3,0.550205867470393,1.11,1.18,1.19,1.11,1.11,1.27410892438434
2,5,5,3,0.618878359120448,1.64,1.64,1.64,1.64,1.64,1.05165001441404
3,5,5,3,0.659661058999376,1.24,1.3,1.24,1.24,1.24,1.2970467660363
4,5,5,3,0.737375755404566,1.25,1.31,1.25,1.25,1.25,1.39212976985858
5,5,5,3,0.356247841992771,1.17,0.86,1.08,0.86,0.86,0.932966901481978
6,5,5,3,0.832108748112819,1.66,1.59,1.59,1.59,1.59,1.44402869517744
7,5,5,3,0.448947331717796,1.11,0.99,0.98,0.98,0.98,0.980226255381884
8,5,5,3,1.35336692265762,2.53,2.53,2.53,2.53,2.53,1.33434571244633
9,5,5,3,1.57887211510767,2.39,2.39,2.39,2.39,2.39,1.58342813694862
10,5,5,3,1.23302710901059,1.97,1.97,1.97,2.32,1.97,1.32329662951704
11,5,5,3,0.668512633242801,1.48,1.48,1.48,1.82,1.48,1.01678947683925
12,5,5,3,0.795353061349291,1.42,1.42,1.49,1.42,1.42,1.34715670540605
13,5,5,3,0.214637655565814,0.83,0.65,0.65,0.88,0.65,0.717339209541843
14,5,5,3,0.378226944254208,1.02,0.96,0.94,0.94,0.94,0.921896273072611
15,5,5,3,1.66918511571317,2.62,2.62,2.62,2.62,2.62,1.56086168328428
16,5,5,3,0.368297685200686,1.02,0.92,1.1,0.92,0.92,0.865528465264167
17,5,5,3,0.672965911506901,1.2,1.53,1.2,1.52,1.2,1.20918443755595
18,5,5,3,0.612835469651963,1.33,1.12,1.35,1.12,1.12,1.25455193214282
19,5,5,3,0.787054321135099,1.35,1.55,1.83,1.35,1.35,1.06627734589639
20,5,5,3,1.18228406860594,2.1,2.1,2.1,2.1,2.1,1.41563646061071
21,5,5,3,0.705396394514299,1.53,1.53,1.53,1.53,1.53,1.22627131502014
22,5,5,3,0.319398886269547,0.65,0.91,1.17,0.62,0.78,0.926234956990979
23,5,5,3,0.599462030594299,1.2,1.57,1.2,1.43,1.2,1.03371259357818
24,5,5,3,1.32135306925074,1.86,2.12,1.84,1.84,1.84,1.5796317162966
25,5,5,3,2.58910822399839,3.37,3.37,3.37,3.37,3.37,1.92594349750753
26,5,5,3,0.467521609488335,1.19,1.01,0.91,0.91,0.91,1.18327383389123
27,5,5,3,0.512235568107848,0.95,1.17,1.46,0.95,0.95,1.17176185794801
28,5,5,3,0.892252041892059,1.87,1.87,1.87,1.87,1.87,1.32480660150667
29,5,5,3,0.40235713701759,0.83,1.23,0.94,0.74,0.74,1.03242480228089
30,5,5,3,0.534331491688584,1.22,1.22,1.22,1.22,1.22,1.17763665451833
31,5,5,3,1.39205157612481,2.33,2.33,2.33,2.33,2.33,1.33554359038157
32,5,5,3,0.718453512107476,1.16,1.16,1.71,1.16,1.16,1.50118810726292
