"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
1,10,3,3,0.628165835349744,1.16253747917854,1.44451376428899,1.34907121674856,1.06797581191878,1.17203069382152,1.03082355710861,0.977541322914712,1.69412166439265,0.958451173805636,0.862200679809739,1.45267306723647
2,10,3,3,0.558665272966469,0.846588000320477,1.13264218580191,0.869512216344133,0.688825310861265,0.866090758101412,0.980117325133687,1.28143499714305,1.22024712779417,0.78627552339708,0.686939367035793,2.47509149378653
3,10,3,3,0.287184306513419,0.683401636797545,0.73327545348128,0.836696894327369,1.13946025112212,0.684861433261785,0.463265442292638,0.572262316969801,0.896604599119729,0.444386884497893,0.769589578892602,1.20547235502867
4,10,3,3,0.866751606748282,1.11962947477371,1.23720015031381,1.37736433306733,1.70229729402791,1.6076476440067,1.10384225248667,1.22800073786046,1.03038176925822,1.67954842610525,1.03458065881247,2.24015840150408
5,10,3,3,0.6743884601533,1.3872729864487,1.09133532168812,1.54901397896944,1.27307163071846,1.37405836623598,1.12527027502721,0.923447380484096,1.16122679828993,1.07322205408847,0.90543035316557,1.67406292825713
6,10,3,3,0.485247658890517,1.04573875510542,1.05969430900278,1.41762602304006,0.950835414634573,1.09229671820856,1.20107033273144,0.854957791851947,1.55985770896203,0.975200926837704,0.83326889902619,0.973158437602255
7,10,3,3,0.351235457034885,1.13947823409542,1.11647080251061,0.811020717010938,1.33055184275996,0.953784102103342,1.16860546086893,1.08243398778126,0.707309686443815,0.857780933335946,0.660728648985131,0.857540409471106
8,10,3,3,0.73228182854812,1.49749818908808,1.4303027147755,1.25740848521448,1.56519874879359,1.19051889447122,1.43564132773088,1.16067170321578,1.06216166234139,1.27313741928902,1.02538923988017,1.4388245102203
9,10,3,3,0.700852032977099,1.00154783801091,1.1378377181637,1.24189353120504,1.15316855263689,1.01007194880311,0.938056355646436,0.893354666001361,1.22520694715363,0.887493211257544,0.884923205464218,2.08799837696779
10,10,3,3,0.562794475399327,1.0987352237779,0.910410852972818,1.0576070691022,0.992861924422611,0.924088670349988,0.7560203102988,1.56135258339802,1.39564550370336,0.903945730278129,0.731831017103452,1.75816378390722
11,10,3,3,0.445257886422361,1.12373709354712,1.03622394527747,0.798682808551862,0.904804550514597,1.08556243850897,0.821103285130806,0.77707368546704,1.51375099322855,0.795807654282872,0.705991985442775,1.09232412940361
12,10,3,3,0.718150460142591,1.13509942742101,1.0832941731933,1.1426038965343,0.943652006677495,1.31654435586099,0.958245742146942,0.885256262918108,1.5952030105004,1.23159926002743,0.864469374381341,2.00427112678868
13,10,3,3,0.340489744044021,0.946001293253478,0.751645121529401,1.22999751916739,1.07870156925822,1.00579793669236,0.641706197471732,0.569011362360688,0.904183745585754,0.528622797248795,0.841037856311132,1.18704039891468
14,10,3,3,0.287890285597307,0.830315584356299,0.71788559442076,1.01408842721823,0.901857569565726,0.884467975637407,0.702244606495099,0.657716043455974,0.898011584443505,0.522300331657352,0.652475363980737,0.88559470054355
15,10,3,3,0.877254909037365,1.33371069264449,1.23616875545789,1.55798733510262,1.18922142593342,1.69078733776682,1.07081679087449,1.27547448645723,1.47967843703601,1.22020725521531,1.08498558632561,2.09764550526498
16,10,3,3,0.453212356991238,1.19552109382751,1.43126975993321,1.16258800640718,0.889304639369193,1.12672549581788,1.3705875401701,1.10277885161177,1.52938771652279,0.835342525808682,0.973476667645804,0.819893480383338
17,10,3,3,0.836827632413765,1.17225518940707,1.20831050104157,1.11935569756852,1.07267986720125,1.43156083559772,1.09057280907347,0.979976224575822,1.50640247715096,1.12139262374482,0.959818060237391,3.01472125608614
18,10,3,3,0.502958214478807,0.976263378433165,0.977526345308459,0.846775438576551,1.07110810258553,0.911509844729601,0.858271922213363,0.661794264904748,1.07465852096225,0.809827660008249,0.626845918586173,1.91373424020207
19,10,3,3,0.472606504043323,0.932614951962791,0.905224513745503,0.810015449877986,1.08077542899711,0.986405943513057,0.846734421956352,1.45248452367215,0.757694070032074,0.924280630771257,0.734058614454278,1.25902917255976
20,10,3,3,0.33738901710122,0.8626304838434,0.797555842434836,1.00092244058721,0.635041393559932,0.820167823346535,1.14611207301081,0.628759223463834,1.06397547604125,0.789313120270059,0.591387175777983,1.0122044844114
21,10,3,3,0.279163241482448,0.906392246610633,0.840466265571618,0.861635107688165,1.29787851810483,1.03913392282963,0.651834978188831,0.760432412712821,0.595811400569604,1.00358794950171,0.914877119453824,0.672874218351759
22,10,3,3,0.528583395062273,1.09702157040289,0.975418571531853,1.11850885813921,0.870214815940149,1.35574165486902,0.73382286629578,1.13571017993809,0.848586640658908,0.967240363334562,0.727052628903795,1.50205778723806
23,10,3,3,0.614792005087241,0.953896616454209,0.981238837145063,0.918632845407731,0.980998284750508,0.862611214546984,1.04793514861701,0.78045024090517,0.766096121214727,0.745551394825478,1.05287484490212,2.10598506860633
24,10,3,3,0.405109927236568,1.03675679680137,0.945536209611328,0.875434797119019,0.796857687771932,0.666216005059084,0.88203208872796,1.33107988019622,0.595554787272195,0.907425317366671,0.723562669812969,1.33394294219626
25,10,3,3,0.896357244608603,1.45391903339988,1.65953308415069,1.23683431526961,1.57247442859008,1.48200133402548,1.43302284838196,1.93692787866814,1.25454212372673,1.23326020751048,1.16406868401339,1.72791798079932
26,10,3,3,0.837887403044686,1.1630298151623,1.45211731094178,1.41149234813122,1.65478793485886,1.291872065028,1.39939436161444,1.20443032626579,1.03977440800293,1.20986444036115,1.03920681137491,1.99364150527774
27,10,3,3,0.512305496622389,1.04648140270694,0.958307875666059,0.676151510527007,1.14054559364016,0.866466683099268,1.36894776917801,1.28769400510056,1.00991738849755,0.742617486093178,0.653329672300804,1.92307043308598
28,10,3,3,0.69291944218398,1.23021472380118,1.17680068535563,1.24951808735542,1.17666665573485,1.06078474913111,0.991350365486092,0.924845738542571,0.900507436535841,1.3013047061364,0.91405843477851,1.74242144280868
29,10,3,3,0.721229649580595,1.66813712970005,1.33799432443817,1.59618592838077,1.50473754675313,1.73966351929053,1.35090690982926,1.26190172546877,1.02654379761455,1.23119616800036,1.16034787313214,1.27736695288372
30,10,3,3,0.722515867960055,1.32713759804514,1.59796576639019,1.44470599118159,1.75421739519251,1.41579185390596,1.25889034988906,1.20524929295719,1.44017101870565,1.04992281454825,1.15436078302304,1.28199152926863
31,10,3,3,0.420056991380652,0.99722722898163,0.962780598032734,1.08839465509224,1.29046766606231,1.2192222418232,0.920867334352098,0.950170579677879,0.655412163680288,0.88486516012306,0.794923984026573,1.13168710900229
32,10,3,3,0.660431868962958,0.943430846651994,0.967284421878862,1.31491139175745,1.45528482246094,0.971384558835722,1.19776067469122,0.913449004145052,1.11791406211346,0.822768922085497,0.739800792198037,2.66191686222301
33,10,3,3,0.663524577446771,1.08790844409887,0.953925862606785,1.17465657801544,1.1397471927432,1.57718480023153,0.957290255078808,1.56128949821288,0.806825642699636,1.13155739490097,0.938983012360252,1.90161363414251
34,10,3,3,0.647414193988935,1.06665827783673,1.07893028404314,1.14422723783352,0.876747418028609,1.10948240426668,0.835205825982571,1.13662282116801,0.859006882821993,0.968905977658706,0.77443812998219,2.58863409941355
35,10,3,3,0.611595331442424,1.08333238058028,0.966397015540146,0.875931462812362,0.94219435646343,0.848974477274411,1.36399365200643,1.20035913729097,0.902118619670945,0.84028959496024,0.765151251235116,2.06915555505701
36,10,3,3,0.37594178796045,0.900523661089672,0.850297429337395,0.577259585644119,0.779000080000348,1.09228517467521,0.559423804076107,0.777661985151629,1.09648132177092,0.620803452405157,0.535743835540491,1.6088188270905
37,10,3,3,0.720817261749408,1.17746330829148,1.26186754153597,1.11057516333995,1.05634398182067,1.40586219057709,1.42171476609481,1.06228216892184,1.22106304076922,1.04063651773766,0.967898824640605,1.70986906801489
38,10,3,3,0.844669331269294,1.22150091471624,1.45121026970435,1.73493575791039,1.35709013408196,1.27504809390957,1.72842816664882,1.14227814560769,1.24430461457689,1.0479275372338,1.36459603731311,1.80975808845651
39,10,3,3,0.925991464437426,1.35182940519266,1.53460078011027,1.35588651969541,1.18338801758759,1.34466838568016,1.77347997110828,1.185963346609,1.59591697361044,1.17313777816028,1.07879841349266,2.60357484698955
40,10,3,3,0.714237026350606,1.23564777589026,0.984413461514412,1.53799737706126,1.34034329965127,1.276625404373,0.934397004755293,1.0372804691043,0.846580906871445,1.27440408182338,0.869652516934446,2.47323695022887
41,10,3,3,0.567127367580972,1.06002363996632,1.20260538858675,1.07411937658031,1.00869718440192,0.93752376495554,1.01731539107379,0.989986625907315,0.819672755328778,0.924230484193783,0.738157908285177,1.66168931664707
42,10,3,3,0.411460382505565,0.874347163542884,0.980655966363986,0.665803978968279,0.898481321766095,1.00654777353339,0.769292601677936,0.672909650157671,1.17805648832883,0.527626949909111,0.657118612442704,1.7311579912717
