"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
1,5,3,3,0.296014228014621,0.81,0.81,0.81,1.32,0.81,0.896641646264622
2,5,3,3,0.177722785714035,1.01,0.88,0.53,0.76,0.53,0.620663184144994
3,5,3,3,0.23078396937489,0.57,0.57,1.3,1.09,0.57,0.724279575954496
4,5,3,3,0.604531307518515,1.05,1.03,1.03,1.23,1.03,1.33265083746225
5,5,3,3,0.972910579646222,1.79,1.79,1.79,1.79,1.79,1.36306981923366
6,5,3,3,0.672571734893653,1.41,1.65,1.41,1.41,1.41,0.980450659800986
7,5,3,3,0.278155884508918,1.07,0.73,1.03,0.66,0.66,0.782802291824914
8,5,3,3,0.415490968851733,1.13,0.96,1.42,0.96,0.96,0.985599374466697
9,5,3,3,0.246766428436762,0.82,0.62,0.94,0.62,0.62,0.736189333154406
10,5,3,3,0.448274104015221,0.92,0.92,0.92,0.92,0.92,1.08138843105377
11,5,3,3,0.383152094380534,0.83,1.14,0.84,0.83,0.83,0.9061342529641
12,5,3,3,0.674329208632012,1.64,1.64,1.64,1.64,1.64,1.01979890753859
13,5,3,3,0.477269925700103,1.01,1.01,1.38,1.63,1.01,0.799661370574211
14,5,3,3,0.334442631221347,0.85,1.01,0.85,0.85,0.85,0.931204995757161
15,5,3,3,0.324998676688487,1.19,1.18,1.18,1.18,1.18,0.811987605700288
16,5,3,3,0.330890231986076,0.89,0.89,1.36,0.89,0.89,0.774007853856282
17,5,3,3,0.482705758675662,1.26,1.3,1.26,1.26,1.26,0.719871545038667
18,5,3,3,1.07618359289774,1.98,1.98,1.98,1.98,1.98,1.21689804911907
19,5,3,3,0.436786285394234,0.87,1.07,0.87,1.52,0.87,0.846913519941181
20,5,3,3,0.374372797813362,0.99,1.06,0.99,0.99,0.99,0.954498614856705
21,5,3,3,0.692503430410809,1.32,1.45,1.32,1.32,1.32,1.06112098596704
22,5,3,3,0.405715113739935,0.97,0.97,1.24,0.97,0.97,0.907405408640771
23,5,3,3,0.542971985189126,1.29,1.29,1.36,1.29,1.29,0.747091853728763
24,5,3,3,0.296600370500123,0.73,0.73,1.1,0.73,0.73,0.750742796703599
25,5,3,3,0.487758409757578,1.17,1.17,1.17,1.17,1.17,0.912724604079216
26,5,3,3,0.412009467019529,1.07,1.29,1.07,1.07,1.07,0.825779076280381
27,5,3,3,0.86643303480399,1.63,1.79,1.63,1.63,1.63,1.0625397449017
28,5,3,3,0.838843835431025,1.67,1.5,1.7,1.5,1.5,1.13432815725433
29,5,3,3,0.509701154076519,1.17,1.07,1.07,1.07,1.07,1.17416463255335
30,5,3,3,0.242846148590217,0.82,1.22,0.64,0.78,0.64,0.725953141253337
31,5,3,3,0.37388003067565,1.06,1.02,0.87,0.87,0.87,0.924200877916003
32,5,3,3,0.781975463250204,1.51,1.51,1.58,1.51,1.51,1.18116827533407
33,5,3,3,0.62406526045433,1.66,1.66,1.66,1.66,1.66,0.895677303653049
34,5,3,3,0.576202591238451,1.22,1.39,1.22,1.22,1.22,0.930597069774158
35,5,3,3,0.692595875181099,1.34,1.34,1.34,1.34,1.34,1.2382155170489
36,5,3,3,0.251592164631348,0.91,0.76,0.76,0.76,0.76,0.776912794549227
