Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,3,3,0.504166389801123,1,1,0,0,0,0,0,0,0,0,2,2.5148090900649884
1,10,3,3,0.3141069690222389,1,1,0,0,0,0,0,0,1,0,3,2.6145452738006685
2,10,3,3,0.40872648713725457,1,1,1,1,0,1,0,0,0,0,5,3.1639574091607954
3,10,3,3,0.4239309133554281,1,1,0,0,0,0,0,1,0,0,3,1.7687474708213062
4,10,3,3,0.3608736863719122,1,1,1,1,1,0,0,0,0,0,5,1.8868555304699244
5,10,3,3,0.39212324638453766,1,1,1,1,1,0,0,0,0,0,5,2.2865896484181456
6,10,3,3,0.3029640108727435,1,0,0,0,1,0,0,0,0,0,2,1.7885244903955342
7,10,3,3,0.25886608089051166,1,1,1,1,1,1,0,0,0,0,6,2.7652178616131917
8,10,3,3,0.3006927672045361,1,1,1,0,1,0,0,0,0,0,4,1.8008369856890876
9,10,3,3,0.27280997176964916,1,1,1,0,0,0,0,1,0,0,4,2.3105418008872056
10,10,3,3,0.28852645389281695,1,1,1,1,1,0,1,1,0,0,7,3.3071439250169683
11,10,3,3,0.2869477475678577,1,1,1,0,0,0,0,0,0,0,3,1.5850316437901424
12,10,3,3,0.2695007485613335,1,1,0,0,1,0,0,0,0,0,3,2.681104926049966
13,10,3,3,0.3076951869644365,1,1,1,0,0,0,0,0,1,0,4,1.9066494804437297
14,10,3,3,0.48578932165179145,1,0,0,1,0,0,0,0,1,0,3,2.24234416279144
15,10,3,3,0.45167369709552163,1,1,1,0,0,0,1,0,0,0,4,2.9464779155041727
16,10,3,3,0.28622312413079887,1,1,1,1,0,1,0,0,0,0,5,2.4864965530329903
17,10,3,3,0.5380788116160351,1,1,0,1,0,0,0,0,0,0,3,2.085003811084856
18,10,3,3,0.4146120862008167,1,1,1,1,1,0,0,0,0,0,5,1.9398235429129107
19,10,3,3,0.49648867433902205,1,1,1,0,0,0,0,0,1,0,4,2.3627052317588157
20,10,3,3,0.29748263393900226,1,1,1,0,0,0,1,0,0,0,4,3.360327783421989
21,10,3,3,0.3756197182798256,1,1,1,0,1,0,0,0,0,0,4,2.37934639906349
22,10,3,3,0.251318787618556,1,1,1,1,1,1,0,0,0,0,6,1.677435037202495
23,10,3,3,0.3414015990569583,1,1,1,0,1,0,0,0,0,0,4,2.087589206216818
24,10,3,3,0.24734795018239147,1,1,1,1,1,0,0,0,0,0,5,1.7020343558658402
25,10,3,3,0.4103769082343308,1,1,1,0,0,0,0,0,1,0,4,2.32824473761366
26,10,3,3,0.4442265595191309,1,0,0,0,0,1,0,0,0,0,2,2.022716299213743
27,10,3,3,0.31564872856250104,1,1,1,0,1,0,0,0,0,0,4,2.3640750615516417
28,10,3,3,0.44921152175459556,1,1,0,0,0,0,1,0,0,0,3,1.943773786544975
29,10,3,3,0.31926346613600365,1,1,1,0,0,0,0,0,0,0,3,1.2537196682989755
30,10,3,3,0.4699000052136062,1,0,0,1,0,0,0,0,0,0,2,1.9588682629090284
31,10,3,3,0.4718441666152774,1,1,1,0,0,0,1,0,0,0,4,1.8777457759340208
32,10,3,3,0.27738403250219357,1,1,1,0,1,0,0,0,0,0,4,2.7503760075938364
33,10,3,3,0.5124327285123154,1,1,0,0,1,0,0,0,0,0,3,1.9984897277926634
34,10,3,3,0.2237212073747838,1,1,1,0,0,0,1,0,0,0,4,3.1846114540091572
35,10,3,3,0.25284404592136606,1,1,1,1,1,0,0,0,0,0,5,3.0640574737283317
36,10,3,3,0.3919621877977483,1,1,1,0,0,1,0,0,0,0,4,2.3302832192748006
37,10,3,3,0.32441750315627615,1,1,1,0,1,0,0,0,0,0,4,1.3711632942183631
38,10,3,3,0.25815903995403716,1,1,0,1,0,0,0,1,0,0,4,1.8660287008761836
39,10,3,3,0.4419892664822832,1,1,1,1,0,0,0,0,0,0,4,1.900533832247833
40,10,3,3,0.24507198829709778,1,1,1,1,0,0,0,1,0,0,5,3.3247960652905886
41,10,3,3,0.3915038726239487,1,1,1,0,0,0,1,0,0,0,4,1.206847382485136
42,10,3,3,0.41533514042628406,1,1,1,1,0,1,0,0,0,0,5,2.5945032494230955
43,10,3,3,0.292230211295035,1,1,1,1,0,0,0,1,0,0,5,2.694188601701639
44,10,3,3,0.2675273945527336,1,1,1,1,0,0,0,1,1,0,6,2.960632621846485
45,10,3,3,0.36416053033182966,1,1,0,1,0,0,1,0,0,0,4,2.210623991220787
46,10,3,3,0.22658609170990354,1,1,1,1,1,0,0,0,0,0,5,1.4452741627867112
47,10,3,3,0.2297977425028448,1,1,1,1,1,0,1,0,0,0,6,1.4881259847043253
48,10,3,3,0.5264728927564033,1,1,1,1,0,0,0,0,0,0,4,3.261959846555299
49,10,3,3,0.3820616248706778,1,1,0,0,1,0,0,0,0,0,3,2.343052922160677
50,10,3,3,0.3215226230012436,1,1,1,0,0,0,0,0,1,0,4,1.4835714152463173
51,10,3,3,0.450036329167688,1,1,1,1,0,1,0,0,0,0,5,2.522826921182005
52,10,3,3,0.24299307645127555,1,1,1,1,0,0,0,0,1,0,5,2.198539754544169
53,10,3,3,0.4005510918396925,1,1,0,0,0,1,0,0,0,0,3,1.4825691303278268
54,10,3,3,0.2368377738988704,1,1,1,1,1,1,1,0,0,0,7,2.5136922497129683
55,10,3,3,0.46263511503874133,1,0,0,1,0,1,0,0,0,0,3,3.059193356847376
56,10,3,3,0.22481530545062675,1,1,1,1,1,0,0,0,1,0,6,1.4090328838688682
57,10,3,3,0.2207412760588984,1,1,1,0,0,1,1,0,0,0,5,1.5803581220330096
58,10,3,3,0.46386154039437716,1,1,1,0,1,0,0,0,0,0,4,1.7903390320920785
59,10,3,3,0.4605274687636819,1,1,1,0,0,0,1,0,0,0,4,1.7631787123869382
60,10,3,3,0.4159453895994754,1,1,0,0,1,0,0,1,0,0,4,3.106126077937398
61,10,3,3,0.36225040598528196,1,1,0,1,0,0,0,0,0,0,3,2.657933119348103
62,10,3,3,0.29105779890756267,1,1,1,0,0,1,0,0,0,0,4,1.8577661115889637
63,10,3,3,0.33381477544928584,1,1,0,1,0,0,0,0,0,0,3,1.0936730012033018
64,10,3,3,0.34308010741017736,1,1,1,0,1,0,0,1,0,0,5,2.9289790072821424
65,10,3,3,0.14538627249922742,1,1,1,1,1,0,0,0,0,0,5,1.5963288148624637
66,10,3,3,0.26943281533416846,1,0,0,1,0,0,0,0,0,0,2,1.8996467286665717
67,10,3,3,0.4982642816300405,1,1,0,0,0,1,0,0,0,0,3,3.2625739480771574
68,10,3,3,0.3479894497872679,1,1,1,1,0,0,0,1,0,0,5,3.462722803295819
69,10,3,3,0.4215375453146617,1,1,0,0,0,0,0,0,1,0,3,2.606064320525608
70,10,3,3,0.3705984877938212,1,1,1,0,0,0,0,0,1,0,4,1.996875320279718
71,10,3,3,0.34055513102876767,1,1,0,1,0,1,0,0,0,0,4,4.43907676072747
72,10,3,3,0.38760728600746275,1,1,0,1,0,0,0,1,0,0,4,2.3840532899996267
73,10,3,3,0.3568614962698204,1,1,1,0,0,0,0,0,1,0,4,1.8154780868139881
74,10,3,3,0.3739844169176117,1,0,0,0,1,1,0,0,0,0,3,1.8519290516099205
75,10,3,3,0.24037829970984073,1,1,1,1,1,0,0,0,0,0,5,1.9936631724211973
76,10,3,3,0.3047325678655549,1,1,1,1,0,0,0,0,1,0,5,4.132950749682726
77,10,3,3,0.5291071949213727,1,1,0,0,0,0,0,0,1,0,3,2.0107628564774442
78,10,3,3,0.37364243706607175,1,1,1,0,0,1,0,1,0,0,5,2.9268992674051835
79,10,3,3,0.5205622327627525,1,1,0,0,0,0,1,0,0,0,3,1.7841518483222005
80,10,3,3,0.334629301744138,1,1,0,1,0,0,0,0,0,0,3,2.11277124854633
