Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,5,3,0.3947250032140857,1,1,0,0,0,0,1,0,0,0,3,5.829386252280814
1,10,5,3,0.24629329372048786,1,1,0,1,0,1,0,0,0,0,4,4.8003186867016625
2,10,5,3,0.424724389691399,1,1,1,0,0,1,0,0,0,0,4,3.216629940789905
3,10,5,3,0.56524211329347,1,1,1,0,1,0,0,0,0,0,4,3.511876681989467
4,10,5,3,0.3895011678307098,1,0,0,1,0,0,0,0,1,0,3,5.556786777361777
5,10,5,3,0.7441109824781315,1,0,0,0,0,1,0,0,0,0,2,5.343683356724122
6,10,5,3,0.3923136084296057,1,1,0,0,0,1,0,0,0,0,3,4.839090112842677
7,10,5,3,0.6732172582921587,1,1,0,0,0,0,1,0,0,0,3,3.2549900459918297
8,10,5,3,0.4007397937316832,1,1,1,1,1,0,0,1,0,0,6,5.78508848244556
9,10,5,3,0.6105017765263425,1,1,0,0,0,0,0,0,1,0,3,2.6928821987169584
10,10,5,3,0.45683049449843643,1,0,1,0,0,0,0,1,0,0,3,3.0674482609341767
11,10,5,3,0.3630464884598691,1,1,1,0,1,0,1,0,0,0,5,3.0220430383783783
12,10,5,3,0.5169284271790966,1,1,0,0,0,0,0,0,1,0,3,4.652692151687623
13,10,5,3,0.49441223001639284,1,1,0,0,0,0,0,1,0,0,3,3.312041103743128
14,10,5,3,0.6474357652456912,1,0,0,0,0,0,1,0,0,0,2,5.934374368848903
15,10,5,3,0.7426434208213759,1,0,0,0,0,0,1,0,0,0,2,5.2600518349599685
16,10,5,3,0.6050106641693792,1,0,0,0,0,0,0,0,1,0,2,3.1169768544122984
17,10,5,3,0.30939620930034933,1,1,0,0,0,1,0,0,1,0,4,4.775636055041274
18,10,5,3,0.4076520704148793,1,1,1,1,1,0,0,0,0,0,5,2.608008143799265
19,10,5,3,0.3419542351646011,1,1,0,1,0,0,0,0,0,0,3,2.5122012153000024
20,10,5,3,0.4155798905538385,1,1,1,1,1,0,0,0,0,0,5,2.6632138169112216
21,10,5,3,0.42383802242110363,1,1,0,0,0,1,0,0,0,0,3,3.6429095537753233
22,10,5,3,0.4054974964586563,1,1,1,0,1,0,0,0,0,0,4,2.1189938139965103
23,10,5,3,0.4759124674075711,1,1,0,0,0,1,0,0,0,0,3,2.999142506057234
24,10,5,3,0.4468554410512262,1,1,0,0,0,0,1,0,0,0,3,3.234541946638463
25,10,5,3,0.2638118148405104,1,1,1,1,0,0,0,0,0,0,4,3.6430696715482096
26,10,5,3,0.44075488014212827,1,1,1,0,0,0,1,0,0,0,4,4.828701293038967
27,10,5,3,0.5505676174710723,1,0,0,0,1,0,1,0,0,0,3,4.305863417614663
28,10,5,3,0.5462697902115781,1,1,0,0,0,0,0,0,0,0,2,5.295722900595023
29,10,5,3,0.3217630661499538,1,1,0,0,0,1,0,0,1,0,4,2.9430615623171037
30,10,5,3,0.3460148655967636,1,1,1,1,0,0,0,0,0,0,4,2.1948758582023213
31,10,5,3,0.5310647971683601,1,1,0,1,0,0,0,0,0,0,3,2.0326474878703618
32,10,5,3,0.40136148555703327,1,1,1,0,1,0,0,0,0,0,4,5.579492951953607
33,10,5,3,0.39786275870356685,1,1,1,0,0,1,1,0,0,0,5,4.44053159232953
34,10,5,3,0.4550937164096424,1,1,1,0,0,0,0,0,0,0,3,4.023188250528009
35,10,5,3,0.44888086565083307,1,1,1,0,0,0,1,0,0,0,4,3.323817771684503
36,10,5,3,0.36785790225644005,1,1,1,0,0,1,0,0,0,0,4,6.009541542207394
37,10,5,3,0.42159755886803524,1,1,1,0,0,0,0,0,1,0,4,3.228968544329476
38,10,5,3,0.5262341142490703,1,0,0,0,1,0,0,0,0,0,2,3.669135287026345
39,10,5,3,0.45584645673369234,1,1,1,0,0,0,0,1,0,0,4,3.2291879939189454
40,10,5,3,0.30772037680191744,1,1,1,1,1,0,0,0,0,0,5,6.6749632556786835
41,10,5,3,0.6859910483082386,1,0,0,0,0,0,1,1,0,0,3,4.130892486972554
42,10,5,3,0.4937468947384197,1,1,0,0,0,0,0,1,0,0,3,2.638771347829465
43,10,5,3,0.4757035426127094,1,1,1,0,0,0,0,0,0,0,3,3.740043365866489
44,10,5,3,0.3234062738640334,1,1,1,0,1,0,0,0,0,0,4,2.8773709878492886
45,10,5,3,0.36749681272780427,1,1,0,0,0,0,0,0,0,0,2,3.697153374790809
46,10,5,3,0.514864981493087,1,1,0,1,0,0,0,1,0,0,4,4.816196525833753
47,10,5,3,0.4779856597241608,1,1,0,0,0,1,0,0,0,0,3,4.612027728638038
48,10,5,3,0.516185190699552,1,1,0,0,1,0,0,0,0,0,3,2.73581590812609
49,10,5,3,0.5960708675826,1,1,1,0,0,0,1,0,0,0,4,3.2549998200913235
50,10,5,3,0.36491504316812523,1,1,1,1,0,0,1,0,0,0,5,3.688233213874728
51,10,5,3,0.3161456496801407,1,1,1,1,0,1,1,0,0,0,6,4.553348074936134
52,10,5,3,0.42302932367916896,1,1,0,0,1,0,0,0,1,0,4,3.4991491237881056
53,10,5,3,0.3975686792411376,1,1,0,0,1,0,0,0,0,0,3,4.521434024124149
54,10,5,3,0.4100305336695942,1,1,0,0,0,1,0,0,1,0,4,4.533966263131079
55,10,5,3,0.5073189345651632,1,1,0,0,0,1,0,0,0,0,3,2.7551962914422976
56,10,5,3,0.6646923476295751,1,1,0,1,1,0,0,0,0,0,4,3.683944837123148
57,10,5,3,0.4840705353973814,1,1,1,0,0,0,1,0,0,0,4,3.0658986141368834
58,10,5,3,0.46322801221890003,1,1,1,1,0,0,0,1,0,0,5,3.460475514886679
59,10,5,3,0.29581110715177983,1,0,1,0,1,0,0,0,0,0,3,2.297877640693897
60,10,5,3,0.3058815799039941,1,1,1,1,0,0,0,0,0,0,4,3.0402428672691584
