Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,3,3,0.47428842782886127,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2.5226157178214463
1,20,3,3,0.4426714244948575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3.6756843631925684
2,20,3,3,0.5255650765818181,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.9816967428691084
3,20,3,3,0.4191754435598004,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.834188870878145
4,20,3,3,0.3289436399229513,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2.5337062814582922
5,20,3,3,0.30922011318011006,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.7903924717085817
6,20,3,3,0.418630420430461,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.243715964708704
7,20,3,3,0.676404808645407,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.4325927285442397
8,20,3,3,0.4136530673530772,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,4.294963473261171
9,20,3,3,0.39911347638020556,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3.8700880772012667
10,20,3,3,0.6044056484592697,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5139622197481377
11,20,3,3,0.4485029522493509,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2.6219277139728216
12,20,3,3,0.3285468544840123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2.8762408469382543
13,20,3,3,0.3535817645215491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3.737588913656227
14,20,3,3,0.4582801433254675,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3.4780905434147384
15,20,3,3,0.5540646079512402,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3.379031744165195
16,20,3,3,0.5027430783433191,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.1972312653616184
17,20,3,3,0.3951974142306624,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2.170739782952233
18,20,3,3,0.5425724350521397,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3.541302967391023
19,20,3,3,0.39609562264428677,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.1321297662479504
20,20,3,3,0.4383446280397691,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3.2461270499420256
21,20,3,3,0.5141501833613931,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3.973893550345146
22,20,3,3,0.6728193059059254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2.702196102623929
23,20,3,3,0.37159849345580553,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,3.6284366266577455
24,20,3,3,0.3630448254762582,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3398131428157978
25,20,3,3,0.4311745430814644,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4.764490385382283
26,20,3,3,0.5193658893261811,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.377104435049925
27,20,3,3,0.6948509037275621,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.970019108270271
