Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,3,3,0.2495097005446608,1,1,1,0,0,3,1.374484150491705
1,5,3,3,0.3132027577439665,1,1,0,1,0,3,1.6355350458729485
2,5,3,3,0.25700813973946546,1,1,1,0,0,3,1.9780762136208425
3,5,3,3,0.2547762703719235,0,1,1,1,0,3,2.079201479016851
4,5,3,3,0.3491649892462693,1,0,0,1,0,2,1.2001394222575295
5,5,3,3,0.2770717192028501,1,1,1,0,0,3,2.4072598425831893
6,5,3,3,0.3066633108879935,1,1,1,0,0,3,1.7701815092065516
7,5,3,3,0.10681180865544629,1,1,0,0,1,3,3.1461893401836503
8,5,3,3,0.2256122694406654,1,1,1,0,0,3,2.164759737859631
9,5,3,3,0.12402282024668483,1,1,0,1,0,3,1.0719260513122038
10,5,3,3,0.14519441085794205,1,1,1,0,0,3,0.7832223800810367
11,5,3,3,0.3556284636051302,1,0,1,1,0,3,3.101183315383091
12,5,3,3,0.20231574570691055,1,1,1,1,0,4,1.790853285863347
13,5,3,3,0.23575445697653732,1,1,1,1,0,4,2.6337768235154786
14,5,3,3,0.37416156224314184,1,0,1,0,0,2,1.313427180054016
15,5,3,3,0.3877860700993915,1,0,1,0,0,2,1.9572895661529144
16,5,3,3,0.4459952520356729,1,1,1,0,0,3,2.5910756141007174
17,5,3,3,0.4667108592467923,1,0,0,1,0,2,3.1213079330421976
18,5,3,3,0.22872784118168932,1,1,1,0,0,3,1.5429372209364223
19,5,3,3,0.3446485342537018,1,1,0,0,0,2,1.5054156448524374
20,5,3,3,0.2866571420141748,1,1,1,0,0,3,2.3056904442037
21,5,3,3,0.26216974663863507,1,1,1,0,0,3,1.8734888870917643
22,5,3,3,0.16276473554663792,0,1,1,1,0,3,2.6336816863648385
23,5,3,3,0.2137548781304489,1,1,0,1,0,3,1.751467174947257
24,5,3,3,0.20220032329951515,1,1,1,0,0,3,1.2122701726171232
25,5,3,3,0.22763339003964728,1,1,1,1,0,4,3.479101920322416
26,5,3,3,0.29531654952582415,1,1,1,0,0,3,1.9941852326951572
27,5,3,3,0.5071942900695459,1,1,0,1,0,3,2.592171452697979
28,5,3,3,0.11021087926319187,1,1,0,1,0,3,0.5134732130606864
29,5,3,3,0.432585862219066,1,0,1,0,0,2,2.0646974369472146
30,5,3,3,0.4899167919388118,1,1,0,1,0,3,3.9763929395424293
31,5,3,3,0.44459934755695985,1,1,0,1,0,3,2.5027300441261118
32,5,3,3,0.09336127691641233,1,1,1,1,0,4,1.9854585407562424
33,5,3,3,0.2620018575306676,1,1,1,1,0,4,2.307314451697723
34,5,3,3,0.3658174376634981,1,1,0,0,0,2,1.3842859519170496
35,5,3,3,0.2555666853864884,1,1,0,1,0,3,1.3615390143418127
36,5,3,3,0.090736896852679,1,1,1,1,0,4,2.2674924129719565
37,5,3,3,0.353017540172467,1,0,0,1,0,2,1.457733972471598
38,5,3,3,0.2882688529622285,1,0,0,1,0,2,3.8279507074541907
39,5,3,3,0.43758490634590225,1,0,0,1,0,2,2.404241340394245
40,5,3,3,0.38188160757170586,1,1,0,1,0,3,1.436402562699367
41,5,3,3,0.35358181960158064,1,0,0,1,0,2,1.767474450173506
42,5,3,3,0.2538514120051788,1,1,0,0,0,2,1.7879577693769784
43,5,3,3,0.29338707241668893,1,1,1,1,0,4,1.965387111997917
44,5,3,3,0.33992773632012674,1,0,0,1,0,2,1.230506245614519
45,5,3,3,0.1889990703623979,1,1,0,0,0,2,0.5373252794130046
46,5,3,3,0.2937482787788034,1,1,0,0,0,2,3.882532826077579
47,5,3,3,0.24855953885514717,1,1,1,1,0,4,2.2163377099907033
48,5,3,3,0.20262460611415714,1,1,0,0,0,2,1.8369339354677172
49,5,3,3,0.4680789699924217,1,1,0,0,0,2,3.4298718851877807
50,5,3,3,0.3474636266123039,1,1,1,0,0,3,1.5733131595806966
51,5,3,3,0.24094267373222747,1,1,1,0,0,3,2.215402223813088
52,5,3,3,0.20727933975069254,1,1,0,1,0,3,1.8295676199021327
53,5,3,3,0.5582311712767357,1,0,1,0,0,2,1.5894682163709477
54,5,3,3,0.24953960788965665,1,1,1,1,0,4,1.7800034798855442
55,5,3,3,0.3658083743646326,1,0,1,0,0,2,1.9590696868884736
56,5,3,3,0.42838381448791574,1,0,0,1,0,2,2.5765674721816016
57,5,3,3,0.4475151370210634,1,1,0,1,0,3,2.426965661013452
58,5,3,3,0.3121206692068723,1,1,1,0,0,3,1.4254712183545493
59,5,3,3,0.6917581194441497,1,0,0,1,0,2,2.9709848886785815
60,5,3,3,0.659213258705845,1,0,0,1,0,2,2.3507759927219873
61,5,3,3,0.3442453676893048,1,1,0,1,0,3,1.6244671997379214
62,5,3,3,0.3659107608009364,1,1,0,1,0,3,1.8723570808018217
63,5,3,3,0.1472946072243292,1,1,1,1,0,4,2.02689648197829
64,5,3,3,0.2632599369848127,1,1,0,0,0,2,2.168534369793107
65,5,3,3,0.13329527376286476,1,1,1,0,0,3,0.5435390354727065
66,5,3,3,0.1350237768553724,1,0,0,1,0,2,0.9091073005678965
67,5,3,3,0.4574641285039569,1,1,1,0,0,3,1.940462467640197
68,5,3,3,0.6845229628463239,1,0,0,1,0,2,2.7839641898286063
69,5,3,3,0.21539218292816792,1,1,1,0,0,3,1.259977484375407
70,5,3,3,0.40859105082166675,1,1,0,0,0,2,1.6428397947474418
71,5,3,3,0.29455701378524435,1,1,0,1,0,3,3.3837168997416183
72,5,3,3,0.17310749140090984,1,1,1,0,0,3,1.6790156950178226
73,5,3,3,0.4082076117414574,1,0,1,0,0,2,2.3701349874997586
74,5,3,3,0.4873611113933854,1,1,0,1,0,3,2.2519968092270206
75,5,3,3,0.3978313185232083,1,1,1,0,0,3,2.506105402889712
76,5,3,3,0.2842338424245335,1,1,1,0,0,3,2.2236996975259595
77,5,3,3,0.2662818884633003,1,1,1,0,0,3,3.021284181886545
78,5,3,3,0.3865616058466764,1,0,0,1,0,2,1.880537813730907
79,5,3,3,0.48756801147245027,1,1,0,0,0,2,2.8017108292128747
80,5,3,3,0.17574288025672968,1,1,1,0,0,3,0.9263568955901287
81,5,3,3,0.3678818495450608,1,0,1,0,0,2,1.8305294260276224
82,5,3,3,0.2739151203987548,1,1,1,1,0,4,2.3511508386711233
83,5,3,3,0.24963696578093658,1,1,1,0,0,3,1.4777075956942416
84,5,3,3,0.2630920518620897,1,1,0,1,0,3,2.3727519282889746
85,5,3,3,0.2076003829327859,1,1,1,0,0,3,1.5468467369180074
86,5,3,3,0.4795695183269038,1,0,0,1,0,2,2.7644869932261025
87,5,3,3,0.23757663606008492,1,1,1,1,0,4,1.6110277809195515
88,5,3,3,0.12904815730419722,1,1,1,0,0,3,1.0872241996676033
89,5,3,3,0.4016297318880146,1,1,0,0,0,2,0.7995618994877247
90,5,3,3,0.2326010209411253,1,1,1,0,0,3,1.4998921230582343
91,5,3,3,0.44072893002932445,1,0,0,1,0,2,2.3951332808382366
92,5,3,3,0.2496028578846035,1,1,0,0,0,2,0.6169822230034574
93,5,3,3,0.2758212067494536,1,0,1,0,0,2,3.110189698411865
94,5,3,3,0.2567265048681618,1,1,0,0,0,2,1.9222555703118283
95,5,3,3,0.2891239218126728,1,1,0,0,0,2,1.677028473702653
96,5,3,3,0.21846661539013437,1,1,1,0,0,3,2.766722671565289
97,5,3,3,0.18743601545561475,1,1,0,0,0,2,1.826911348896433
98,5,3,3,0.28056333260827176,1,0,0,1,0,2,1.0201102120747971
99,5,3,3,0.19284505136259872,1,1,1,0,0,3,1.4024644480038475
