Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,1,3,0.0702536870698651,1,1,1,1,0,4,0.9830525625299372
1,5,1,3,0.15210625600072972,1,1,0,1,0,3,0.5148516035171125
2,5,1,3,0.07816402775025912,1,1,1,1,1,5,3.145664541731191
3,5,1,3,0.10121890579904613,1,1,1,1,0,4,0.9675505522209714
4,5,1,3,0.06374838949106537,1,1,1,1,0,4,1.1584788686185656
5,5,1,3,0.08678935160584593,1,1,1,0,0,3,0.8684490441078023
6,5,1,3,0.12014568349469766,1,1,1,0,0,3,0.4927297961009072
7,5,1,3,0.12367470706263986,1,1,1,1,0,4,1.0137218656452027
8,5,1,3,0.11729190224499117,1,1,1,1,0,4,1.0492932714130272
9,5,1,3,0.12416586268878323,1,1,1,1,0,4,0.4775406464141299
10,5,1,3,0.15380142287246437,1,1,1,1,0,4,1.0187507258306578
11,5,1,3,0.12202367284300082,1,1,1,1,0,4,1.0600120502239383
12,5,1,3,0.08548589175414814,1,1,1,0,0,3,0.8997237550006328
13,5,1,3,0.2485863582698042,1,1,1,0,0,3,1.2047765523548717
14,5,1,3,0.19778266734982783,1,1,1,0,0,3,0.8260896375627993
15,5,1,3,0.16486848388565645,1,1,1,0,0,3,0.5018375742822991
16,5,1,3,0.09490412662020221,1,1,1,0,0,3,1.3853181751110692
17,5,1,3,0.2677955189609862,1,1,1,1,0,4,1.5746576230341114
18,5,1,3,0.18723429794816976,1,1,1,1,0,4,0.756305583225048
19,5,1,3,0.22333898335832705,1,1,1,0,0,3,0.696464561151105
20,5,1,3,0.13699057479889226,1,1,1,0,0,3,0.9116884902298803
21,5,1,3,0.2598332608352501,1,1,1,0,0,3,0.7660139477386486
22,5,1,3,0.13433827365143544,1,1,0,0,0,2,0.6817596202651639
23,5,1,3,0.2953594218109509,1,1,1,1,0,4,1.4078441855607804
24,5,1,3,0.11326088505445478,1,1,1,0,0,3,0.48029356191084804
25,5,1,3,0.1661836656889658,1,1,1,1,0,4,1.4190661104617417
26,5,1,3,0.11536021771761187,1,1,1,0,0,3,0.5814482036162644
27,5,1,3,0.07369203398785132,1,1,1,1,0,4,0.9353463186517609
28,5,1,3,0.11659918397977213,1,1,0,0,0,2,0.3229374847680489
29,5,1,3,0.08285775398668466,1,1,1,1,0,4,0.7483130885180952
30,5,1,3,0.1704449463420808,1,1,1,1,0,4,1.2897980129388544
31,5,1,3,0.15930877563678433,1,1,1,1,0,4,0.6527861447593145
32,5,1,3,0.10885705216899455,1,1,1,0,0,3,0.4057285235617404
33,5,1,3,0.1946285465764851,1,1,1,1,0,4,1.2365209498123308
34,5,1,3,0.09544546242159496,1,1,1,1,0,4,1.585748215685664
35,5,1,3,0.14112046210122625,1,1,1,0,0,3,0.5370910146562591
36,5,1,3,0.19672905113368297,1,1,0,1,0,3,0.6783895907599822
37,5,1,3,0.15214107626852386,1,1,1,0,0,3,0.6433530328090622
38,5,1,3,0.0920009024186916,1,1,1,0,0,3,0.7065495360974937
39,5,1,3,0.11686183589308038,1,0,0,1,0,2,0.5525212310328544
40,5,1,3,0.14303424239412288,1,1,1,0,0,3,0.7128233258573691
41,5,1,3,0.09392769134042527,1,1,1,1,0,4,1.7357624329667543
42,5,1,3,0.18398983611798964,1,1,1,1,0,4,1.3523667651778162
43,5,1,3,0.21013828356776268,1,1,1,1,0,4,0.8777673457900501
44,5,1,3,0.2242354633807241,1,1,1,1,0,4,1.1949695787705195
45,5,1,3,0.11131644241322161,1,1,0,0,0,2,0.4110925550611594
46,5,1,3,0.17841143831712167,1,1,1,1,0,4,0.8703748797865628
47,5,1,3,0.20732166184834575,1,1,1,1,0,4,0.8806886544515204
48,5,1,3,0.09556932530668384,1,1,1,1,0,4,1.6727263769687426
49,5,1,3,0.13799814680676215,1,1,1,1,0,4,1.0098226970545088
