Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,1,3,0.07015241936224231,1,1,1,1,0,4,0.9746994376061178
1,5,1,3,0.14880301376942612,1,1,0,1,0,3,0.5067321396949828
2,5,1,3,0.08246146246200087,1,1,1,1,0,4,0.7448463879329222
3,5,1,3,0.12236370962117527,1,1,1,0,0,3,0.49164351430542164
4,5,1,3,0.06442505681628583,1,1,1,1,0,4,1.1713529761563368
5,5,1,3,0.10782120956099876,1,1,0,0,0,2,0.4989283069001913
6,5,1,3,0.13349558345906662,1,1,1,0,0,3,0.5655806053966097
7,5,1,3,0.13119241418187588,1,1,1,0,0,3,0.5546189484160252
8,5,1,3,0.1355914225413526,1,1,1,1,0,4,1.1716987235972143
9,5,1,3,0.12616723774486366,1,1,1,1,0,4,0.4931790141743554
10,5,1,3,0.17017932612530812,1,1,1,1,0,4,1.0848112330158848
11,5,1,3,0.14176035168561282,1,1,1,1,0,4,1.1900912395520598
12,5,1,3,0.0969362065317306,1,1,1,0,0,3,0.946713726756325
13,5,1,3,0.260692689937608,1,1,1,0,0,3,1.3842618187418985
14,5,1,3,0.19428375107654083,1,1,1,0,0,3,0.8095016845905225
15,5,1,3,0.19481877598836625,1,1,1,0,0,3,0.5909877268216728
16,5,1,3,0.11010512481276656,1,1,0,0,0,2,0.27243445276056993
17,5,1,3,0.2790945140943479,1,1,1,1,0,4,1.735938561515664
18,5,1,3,0.20336484065218713,1,1,1,1,0,4,0.8495551759109723
19,5,1,3,0.22054084856203188,1,1,1,0,0,3,0.6868607480727457
20,5,1,3,0.17774288886560155,1,1,0,1,0,3,0.7939646553001808
21,5,1,3,0.2544958842080118,1,1,1,0,0,3,0.7457261769633776
22,5,1,3,0.1580434440078775,1,1,0,0,0,2,0.8655135435850563
23,5,1,3,0.31896037239141,1,1,0,1,0,3,1.3235238103282514
24,5,1,3,0.13069615428592338,1,1,1,0,0,3,0.5864796255903224
25,5,1,3,0.17816810191506716,1,1,1,1,0,4,1.5368747086675512
26,5,1,3,0.1376426827442207,1,1,1,0,0,3,0.7534712109136066
27,5,1,3,0.07786753336884533,1,1,1,0,0,3,0.7279861435328159
28,5,1,3,0.11165276870237553,1,1,0,0,0,2,0.3101185783150589
29,5,1,3,0.09423231331447658,1,1,1,1,1,5,3.1288067481552573
30,5,1,3,0.17964238215727926,1,1,1,0,0,3,0.8513799669746576
31,5,1,3,0.16365661629687261,1,1,1,1,0,4,0.6659140472494421
32,5,1,3,0.10780297030569065,1,1,1,0,0,3,0.40315860993753755
33,5,1,3,0.21543299649129452,1,1,1,1,0,4,1.3338490672597394
34,5,1,3,0.10952384228959541,1,1,0,1,0,3,0.5415212155210494
35,5,1,3,0.1474161713789192,1,1,1,0,0,3,0.5523824024013742
36,5,1,3,0.23180859134561416,1,1,0,1,0,3,0.78340529604852
37,5,1,3,0.1745252487427521,1,1,1,0,0,3,0.7788497464136352
38,5,1,3,0.10311552518751008,1,1,1,0,0,3,0.7297996071986184
39,5,1,3,0.13892084079608819,1,0,0,1,0,2,0.5879833905128029
40,5,1,3,0.1593044420537799,1,1,1,0,0,3,0.8489880533844253
41,5,1,3,0.09826988101041989,1,1,1,1,0,4,2.0440809606689707
42,5,1,3,0.20569186416878563,1,1,1,1,0,4,1.4956871337074054
43,5,1,3,0.22009561129893107,1,1,1,1,0,4,0.9743000117116348
44,5,1,3,0.251885927158601,1,1,1,0,0,3,0.6500662871956856
45,5,1,3,0.1104340824957759,1,1,0,0,0,2,0.4088250037841908
46,5,1,3,0.19060219077267365,1,1,1,1,0,4,0.9600277178200464
47,5,1,3,0.21883531995754946,1,1,1,1,0,4,0.9889651004166035
48,5,1,3,0.10737825765472105,1,1,0,1,0,3,0.7654513607313754
