Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,5,3,0.44555303484271586,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6.096765761040223
1,20,5,3,0.42752078845972297,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3.689005892876759
2,20,5,3,0.41103207728534863,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3.3270656344968685
3,20,5,3,0.5734710225556028,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3.9943666102728588
4,20,5,3,0.610739177130312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.316511572246947
5,20,5,3,0.46287587397612917,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4.145784015961065
6,20,5,3,0.40866893259851134,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.783724981560352
7,20,5,3,0.5327484396028089,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4.727239904291213
8,20,5,3,0.5587958202206553,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2.971480719006167
9,20,5,3,0.5444205300395947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.827639225921229
10,20,5,3,0.40923837981343697,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4.504076127930582
11,20,5,3,0.5807287467600165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.1725689400496653
12,20,5,3,0.6640079988941894,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.3980722974233357
13,20,5,3,0.6081179930147204,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4.10817642353282
14,20,5,3,0.4082646460881545,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.4848458487291882
15,20,5,3,0.5567220688067825,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5.268355473243104
16,20,5,3,0.35435922841660894,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3.1259719035857465
