Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,5,3,0.4433177774134532,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,7.1531555498418005
1,20,5,3,0.4545174379438061,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5.090664595605217
2,20,5,3,0.42124307346780027,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4.156356702527385
3,20,5,3,0.5970814537369655,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5.537122703497324
4,20,5,3,0.6256230353806604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.723410576027991
5,20,5,3,0.46773606878684937,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4.9541159837771955
6,20,5,3,0.4200991279131757,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.657094077898491
7,20,5,3,0.5454545866104591,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6.141663272966701
8,20,5,3,0.5526673735249511,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.4034928913403624
9,20,5,3,0.5537127025888873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.6878952444718465
10,20,5,3,0.4314566864570386,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6.497986365374631
11,20,5,3,0.6265847156204252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.022556165911498
12,20,5,3,0.6882846074738675,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5.119174832973832
13,20,5,3,0.619176253516218,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6.188243286895054
14,20,5,3,0.435504937905671,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.124358150263137
15,20,5,3,0.5570305455184805,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6.318353875090587
16,20,5,3,0.370110391337734,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3.8932317304821766
17,20,5,3,0.5806540868511145,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3.8319226128612627
18,20,5,3,0.4871549360074054,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6.795732043449786
19,20,5,3,0.6210381772275255,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5.569832422042319
20,20,5,3,0.6844027680238584,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6.078416952650036
21,20,5,3,0.5230529821729842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,5.5574216847342734
22,20,5,3,0.39959258450392815,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.2437503901273335
23,20,5,3,0.5096062043969665,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4.536788322484287
24,20,5,3,0.5872443840599979,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.08233984390443
25,20,5,3,0.5299445203435338,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.9838180031201023
26,20,5,3,0.49167317844230063,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,6.521256022426001
27,20,5,3,0.6069930700482747,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.841706302917363
28,20,5,3,0.37136459200066724,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8.258041666699087
29,20,5,3,0.43702050217802546,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.939305853542493
30,20,5,3,0.6929527422615995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.63286558773006
31,20,5,3,0.6038035358737557,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6.593571889024835
32,20,5,3,0.5349778879466235,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2135067030017987
