Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,5,3,0.5025739272290217,1,1,0,1,0,3,6.695333485256237
1,5,5,3,0.4628910692396878,1,0,0,1,0,2,3.208280555332351
2,5,5,3,0.705954667838284,1,0,0,1,0,2,3.5172242096477997
3,5,5,3,0.27027548788684125,1,0,1,0,0,2,4.615483319371222
4,5,5,3,0.3085009439173939,1,1,0,0,0,2,1.147183515491872
5,5,5,3,0.22590045058020147,1,1,1,0,0,3,2.358952631714848
6,5,5,3,0.2530122579689311,1,1,1,0,0,3,3.7295528246104146
7,5,5,3,0.4803303700732803,1,1,0,0,0,2,4.005893190840239
8,5,5,3,0.24696696558287282,1,1,1,0,0,3,3.62564986835533
9,5,5,3,0.23573800712184267,1,1,1,0,0,3,3.9997718578602575
10,5,5,3,0.17857982729952143,1,1,0,0,0,2,1.7422829741304768
11,5,5,3,0.07954832807633039,1,1,1,1,0,4,4.102348829873829
12,5,5,3,0.24902993657202732,1,1,1,0,0,3,5.689133080125757
13,5,5,3,0.603679478334342,1,0,0,1,0,2,2.1978097744650746
14,5,5,3,0.2997470809487206,1,1,0,1,0,3,7.106065964806935
15,5,5,3,0.3953532718814002,1,1,1,1,0,4,3.0708473225241506
16,5,5,3,0.2928439481092806,1,1,0,1,0,3,1.3798616697511228
17,5,5,3,0.4826688162366593,1,0,1,0,0,2,3.4405607812276306
18,5,5,3,0.5205628859943748,1,1,1,0,0,3,6.735208342699817
19,5,5,3,0.2568654252457281,1,1,1,1,0,4,2.8633121026853527
20,5,5,3,0.323586455505766,1,1,0,1,0,3,6.879213659941651
21,5,5,3,0.19587420926678614,1,1,1,0,0,3,1.0921960419707917
22,5,5,3,0.3874204802106313,1,1,1,1,0,4,4.416359397386921
23,5,5,3,0.4626127578003104,1,1,1,0,0,3,2.7085494006241975
24,5,5,3,0.23253446487692636,1,1,0,1,0,3,3.794350655710961
25,5,5,3,0.312050104642136,1,1,1,1,0,4,2.8140012896846742
26,5,5,3,0.29778758411421347,1,1,1,0,0,3,4.200758665271438
27,5,5,3,0.7467381152115188,1,1,0,0,0,2,5.509003747452727
28,5,5,3,0.2527822959903492,1,1,1,0,0,3,3.487912078627269
29,5,5,3,0.28812847180744083,1,1,1,0,0,3,3.6750020037942317
30,5,5,3,0.18246143361627556,1,1,0,1,0,3,2.0955748461454133
31,5,5,3,0.3216395336348873,1,1,1,1,0,4,4.862522747702106
32,5,5,3,0.1419565529937098,1,1,0,1,0,3,2.791792155928541
33,5,5,3,0.22848456684896645,1,1,1,0,0,3,3.190322510276464
34,5,5,3,0.3522164205851621,1,1,1,0,0,3,2.541098971850627
35,5,5,3,0.4982055768679375,1,1,1,0,0,3,7.233132855894668
36,5,5,3,0.36669628665746545,1,0,0,1,0,2,1.4774282816271025
37,5,5,3,0.36880419539400955,1,1,1,1,0,4,3.9310325965761153
38,5,5,3,0.2819442775168028,1,1,1,0,0,3,2.3323652759320956
39,5,5,3,0.285405502667693,1,1,0,1,0,3,4.5174512549848975
40,5,5,3,0.3149330006627526,1,1,1,1,0,4,4.8130503130744655
41,5,5,3,0.708416096132002,1,0,0,1,0,2,3.1642373093341636
42,5,5,3,0.27812383186335443,1,1,1,1,0,4,2.8014984634597018
43,5,5,3,0.21198471806640448,1,1,0,1,0,3,1.2558105587891317
44,5,5,3,0.24634179597943556,1,0,0,1,0,2,4.41164221441142
45,5,5,3,0.25366876994458515,1,0,1,0,0,2,2.463105107003761
46,5,5,3,0.5345915911828473,1,1,1,0,0,3,2.313152167054835
47,5,5,3,0.432368924017057,1,1,0,1,0,3,3.189531745583862
48,5,5,3,0.741286528162993,1,0,1,0,0,2,5.044234855410425
49,5,5,3,0.34721783044460347,1,1,1,0,0,3,1.7027785977564576
50,5,5,3,0.2564903050682231,1,0,0,1,0,2,3.5589829599625973
51,5,5,3,0.6622474768412828,1,0,1,0,0,2,2.5784898464562382
52,5,5,3,0.19220521956040454,1,1,1,0,0,3,2.360152444044304
53,5,5,3,0.3194051165683997,1,1,1,1,0,4,4.860815916786399
54,5,5,3,0.46961355458409443,1,1,1,0,0,3,3.8077396360094675
55,5,5,3,0.48218296521596576,1,1,1,0,0,3,3.193971275069308
56,5,5,3,0.4811336548738357,1,1,0,1,0,3,4.7110509955153725
57,5,5,3,0.28492605141823163,1,1,1,1,0,4,4.387005795296031
58,5,5,3,0.5162772295600861,1,1,1,1,0,4,6.726594474582128
59,5,5,3,0.2792125467513998,1,1,1,0,0,3,3.680594951182942
60,5,5,3,0.1950006259701119,1,1,1,0,0,3,2.233024567549853
61,5,5,3,0.41728935666171585,1,1,1,0,0,3,4.720628075585843
62,5,5,3,0.49964546576243496,1,0,1,0,0,2,7.880349435311537
63,5,5,3,0.4336564872986282,1,0,0,1,0,2,2.448677472181935
64,5,5,3,0.3031649359759149,1,1,1,0,0,3,1.327393884094853
65,5,5,3,0.2758346236669566,1,1,0,1,0,3,5.594240790316103
66,5,5,3,0.1545264442722688,1,1,0,1,0,3,3.4882263117643606
67,5,5,3,0.29731012986718436,1,1,1,0,0,3,4.35017626733952
68,5,5,3,0.4850001733523976,1,1,1,0,0,3,6.905557617740811
69,5,5,3,0.5104097718283493,1,1,1,0,0,3,3.108862890868811
70,5,5,3,0.3924315126256269,1,0,1,0,0,2,1.571783419178593
71,5,5,3,0.2530589302897605,1,1,1,0,0,3,3.8243494998336254
72,5,5,3,0.4953149829127868,1,0,0,1,0,2,5.2678736240514485
73,5,5,3,0.2867980641396109,1,1,0,1,0,3,4.28328616055366
74,5,5,3,0.2581701466101311,1,1,0,1,0,3,5.613322607014238
