Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,1,3,0.18098826292881487,1,1,1,1,1,1,0,1,0,0,7,2.0403477228665032
1,10,1,3,0.29098344497262374,1,1,1,1,1,0,0,0,0,0,5,1.2452511158394954
2,10,1,3,0.23760609320501452,1,1,1,1,0,0,0,1,0,0,5,1.4889952989183812
3,10,1,3,0.2814920851256153,1,1,1,1,1,1,1,0,0,0,7,1.7185288793578959
4,10,1,3,0.2737591977622462,1,1,1,1,1,0,0,0,0,0,5,1.5033335030439667
5,10,1,3,0.19782528800255633,1,1,1,1,1,0,0,0,0,0,5,0.8852355664675491
6,10,1,3,0.23397225842968639,1,1,1,1,1,0,0,0,0,0,5,1.1761802237914722
7,10,1,3,0.214524523572785,1,1,1,0,1,0,0,0,0,0,4,0.7835278713285281
8,10,1,3,0.16375029322987023,1,1,1,1,1,1,0,0,0,0,6,1.0829993421322575
9,10,1,3,0.18398795383999605,1,1,1,1,0,0,1,0,0,0,5,0.5914880784436916
10,10,1,3,0.1773818720540534,1,1,1,1,0,0,0,0,0,0,4,1.0437893319070384
11,10,1,3,0.2629818315685089,1,1,1,1,1,0,1,0,0,0,6,1.737075571535198
12,10,1,3,0.2340185818315078,1,1,1,1,0,1,0,0,0,0,5,1.5426962613405437
13,10,1,3,0.17311579654665826,1,1,1,1,1,0,0,1,0,0,6,1.853570349026144
14,10,1,3,0.2397450002503398,1,1,1,0,0,0,0,0,0,0,3,0.7489346684116647
15,10,1,3,0.36221011915617657,1,1,1,1,1,0,0,0,0,0,5,1.6496255589870041
16,10,1,3,0.23548201739133556,1,1,1,1,1,1,0,0,0,0,6,1.4286100229303047
17,10,1,3,0.1866246176787571,1,1,1,1,0,0,0,0,1,0,5,1.499864672096725
18,10,1,3,0.16511957917512737,1,1,1,1,1,1,0,0,0,0,6,0.6564251284036235
19,10,1,3,0.25521006348946984,1,1,1,1,1,1,0,0,0,0,6,1.7195318382469535
20,10,1,3,0.19284501851410296,1,1,1,1,1,1,0,0,0,0,6,1.570598535858651
21,10,1,3,0.2851217774731626,1,1,1,1,1,1,1,0,0,0,7,1.6904381707498775
22,10,1,3,0.30893640054153804,1,1,1,1,1,0,0,0,0,0,5,1.4278894920091108
23,10,1,3,0.1931271754390398,1,1,1,1,1,0,1,0,0,0,6,1.852121986063086
24,10,1,3,0.24163030284755968,1,1,1,1,1,1,0,0,0,0,6,1.2271505410198655
25,10,1,3,0.1970507585776014,1,1,1,1,1,1,0,0,0,0,6,1.2956847385551844
26,10,1,3,0.1777422036101493,1,1,1,1,1,1,1,1,0,0,8,1.16393889643515
27,10,1,3,0.3036300301803344,1,1,1,1,1,0,0,0,0,0,5,1.187617025448241
28,10,1,3,0.29243650811225613,1,1,1,0,0,1,0,0,0,0,4,1.2743349212365698
29,10,1,3,0.3571722987077608,1,1,1,0,0,0,0,0,0,0,3,0.716340153644896
30,10,1,3,0.1579969342979864,1,1,1,1,0,0,0,0,0,0,4,0.8409592268241937
31,10,1,3,0.16714715505182362,1,1,1,0,0,0,0,0,0,0,3,0.42732635167176264
32,10,1,3,0.25017399849784927,1,1,1,1,0,0,0,0,0,0,4,1.427374898071155
33,10,1,3,0.20632442798466974,1,1,1,1,0,0,0,0,0,0,4,0.9617116625389491
34,10,1,3,0.3345796055397625,1,1,1,1,0,0,0,0,0,0,4,1.152559186874648
35,10,1,3,0.18825645417464273,1,1,1,1,0,0,0,0,1,0,5,1.4255971900522548
36,10,1,3,0.24127083262096444,1,1,1,1,0,0,0,1,0,0,5,1.2860149665636522
37,10,1,3,0.18446139647858179,1,1,1,1,1,0,0,0,0,0,5,1.5961326066581405
38,10,1,3,0.31072676811618016,1,1,1,1,0,0,0,1,0,0,5,1.333378269856653
39,10,1,3,0.2731617367258393,1,1,1,1,1,0,0,0,0,0,5,1.1203854814589622
40,10,1,3,0.21545988471032024,1,1,1,0,1,0,0,0,0,0,4,1.3295026251883306
41,10,1,3,0.18592624189685275,1,1,1,1,0,1,0,0,0,0,5,1.0504505056425226
42,10,1,3,0.21583382962695816,1,1,1,1,1,1,0,0,0,0,6,1.1834943906692776
43,10,1,3,0.23503306767887328,1,1,1,1,0,1,0,0,0,0,5,1.6939868460963396
44,10,1,3,0.24186525848344226,1,1,1,1,1,1,1,0,0,0,7,1.2019728615755099
