Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,3,3,0.2566399428478929,1,1,1,0,0,3,1.4647721075623414
1,5,3,3,0.3331444893541558,1,1,0,1,0,3,1.7448002601110202
2,5,3,3,0.2635672229148279,1,1,1,0,0,3,2.1441516595636334
3,5,3,3,0.26525519592913127,0,1,1,1,0,3,2.199793356087321
4,5,3,3,0.38764029642659786,1,0,0,1,0,2,1.3010519456368994
5,5,3,3,0.2855360749586141,1,1,1,0,0,3,2.585267700272221
6,5,3,3,0.31538663656449184,1,1,1,0,0,3,1.8158266335115507
7,5,3,3,0.11290528124154078,1,1,0,0,1,3,3.1872842599065576
8,5,3,3,0.23038202509360506,1,1,1,0,0,3,2.374731043451179
9,5,3,3,0.1294361098117769,1,1,0,1,0,3,1.1333469709420028
10,5,3,3,0.1509858507521782,1,1,1,0,0,3,0.8344487400497407
11,5,3,3,0.37523138350525265,1,0,1,1,0,3,3.319378863252034
12,5,3,3,0.2057037511105273,1,1,1,1,0,4,1.8367889639680441
13,5,3,3,0.23807668826937267,1,1,1,1,0,4,2.712286110173523
14,5,3,3,0.4048625456465016,1,0,1,0,0,2,1.3986437881854556
15,5,3,3,0.39720179947140855,1,0,1,0,0,2,2.0283783447053594
16,5,3,3,0.4579138111434236,1,1,1,0,0,3,2.799736507099411
17,5,3,3,0.4760276062088881,1,0,0,1,0,2,3.449636263749017
18,5,3,3,0.2354766460027397,1,1,1,0,0,3,1.653505107615974
19,5,3,3,0.3612297640270087,1,1,0,0,0,2,1.6511520900844792
20,5,3,3,0.2909476760202562,1,1,1,0,0,3,2.4842564598860646
21,5,3,3,0.26680918946388427,1,1,1,0,0,3,2.005674026669909
22,5,3,3,0.1724358681957652,0,1,1,1,0,3,2.8416810357476177
23,5,3,3,0.22326997955446556,1,1,0,1,0,3,1.88859825581577
24,5,3,3,0.20735469982606766,1,1,1,0,0,3,1.275862100966245
25,5,3,3,0.23300894892791124,1,1,1,1,0,4,3.652910651071018
26,5,3,3,0.30063852875610775,1,1,1,0,0,3,2.0290160534917945
27,5,3,3,0.5179950508975913,1,1,0,1,0,3,2.676743273759864
28,5,3,3,0.11508588627164737,1,1,0,1,0,3,0.525366752428803
29,5,3,3,0.44823091013557115,1,0,1,0,0,2,2.328758941837273
30,5,3,3,0.49324163272607807,1,1,0,1,0,3,4.1340742454899395
31,5,3,3,0.45590359515819817,1,1,0,1,0,3,2.6667280363782666
32,5,3,3,0.09383863538537764,1,1,1,1,0,4,2.0620820093594454
33,5,3,3,0.267709665677127,1,1,1,1,0,4,2.4726487292614134
34,5,3,3,0.3831433185838279,1,1,0,0,0,2,1.5122407911601223
35,5,3,3,0.2619327392480753,1,1,0,1,0,3,1.4300595899284316
36,5,3,3,0.09088214580683256,1,1,1,1,0,4,2.3778807801979958
37,5,3,3,0.37670372741221814,1,0,0,1,0,2,1.6334570519481582
38,5,3,3,0.2905075666983808,1,0,0,1,0,2,4.039703165350291
39,5,3,3,0.4521895661608385,1,0,0,1,0,2,2.5870500375170584
40,5,3,3,0.3905055262195864,1,1,0,1,0,3,1.4721006608204887
41,5,3,3,0.3738687921112929,1,0,0,1,0,2,1.9166185294489506
42,5,3,3,0.25377930066094506,1,1,0,0,0,2,1.7876918570314873
43,5,3,3,0.3008146322211695,1,1,1,1,0,4,2.047193907945235
44,5,3,3,0.38572132325239367,1,0,0,1,0,2,1.34892047248141
45,5,3,3,0.20980275470476428,1,1,0,0,0,2,0.6065603328066068
46,5,3,3,0.2955301203994215,1,1,0,0,0,2,4.217753801509931
47,5,3,3,0.24781436607403323,1,1,1,1,0,4,2.2445186006443643
48,5,3,3,0.21339248197801455,1,1,0,0,0,2,1.9980164047335636
49,5,3,3,0.4768168712987391,1,1,0,0,0,2,3.7497121226831904
50,5,3,3,0.35663779581983035,1,1,1,0,0,3,1.646777423375981
51,5,3,3,0.24634993198144167,1,1,1,0,0,3,2.412563762133181
52,5,3,3,0.21673120479619118,1,1,0,1,0,3,1.9900042762912986
53,5,3,3,0.5573169407028712,1,0,1,0,0,2,1.5847121866795226
54,5,3,3,0.25198268780169436,1,1,1,0,0,3,1.7565138789741785
55,5,3,3,0.3819332315116518,1,0,1,0,0,2,2.0870882082693827
56,5,3,3,0.44116691141237274,1,0,0,1,0,2,2.773184147526834
57,5,3,3,0.4592862503723367,1,1,0,1,0,3,2.598816363600011
58,5,3,3,0.321666222474484,1,1,1,0,0,3,1.5078822160456684
59,5,3,3,0.7014560665960523,1,0,0,1,0,2,3.1531203505143424
60,5,3,3,0.6737104935345578,1,0,0,1,0,2,2.5247538477871285
61,5,3,3,0.36943424013120885,1,1,0,1,0,3,1.771601423234331
62,5,3,3,0.3753868294465669,1,1,0,1,0,3,1.9717850164046726
63,5,3,3,0.1533382457756973,1,1,1,1,0,4,2.078019756496479
64,5,3,3,0.2690827894384245,1,1,0,0,0,2,2.347494165865114
65,5,3,3,0.13906524297652542,1,1,1,0,0,3,0.5762577261678133
66,5,3,3,0.13843814421663184,1,0,0,1,0,2,0.933802206169438
67,5,3,3,0.4739945524860519,1,1,1,0,0,3,2.107564241052959
68,5,3,3,0.6993886541978285,1,0,0,1,0,2,3.0414879166985425
69,5,3,3,0.21911972877756222,1,1,1,0,0,3,1.3096881995720326
70,5,3,3,0.4258709052091179,1,0,0,1,0,2,1.689864977826608
71,5,3,3,0.296112827860811,1,1,0,1,0,3,3.602142883449876
72,5,3,3,0.1808256025491995,1,1,1,0,0,3,1.7494980535535705
73,5,3,3,0.41927323312734366,1,0,1,0,0,2,2.4985941611577522
74,5,3,3,0.5006932861270131,1,1,0,1,0,3,2.402266608179405
75,5,3,3,0.414070758604893,1,1,1,0,0,3,2.7111339909678045
76,5,3,3,0.2892728334664457,1,1,1,0,0,3,2.422685628638684
77,5,3,3,0.26923457751044816,1,1,1,0,0,3,3.295792940371626
78,5,3,3,0.40796462710904424,1,0,0,1,0,2,2.0896247294046977
79,5,3,3,0.4933396764017173,1,1,0,0,0,2,2.9691722008434027
80,5,3,3,0.17919630873988884,1,1,1,0,0,3,0.9560376915539334
81,5,3,3,0.37824952214909985,1,0,1,0,0,2,1.8987937840929674
82,5,3,3,0.2758642424437437,1,1,1,0,0,3,2.227195296910819
83,5,3,3,0.25243165341278667,1,1,1,0,0,3,1.5153282942353854
84,5,3,3,0.26761103329285835,1,1,0,1,0,3,2.45926621571005
85,5,3,3,0.20729761523087947,1,1,1,0,0,3,1.5402523420749112
86,5,3,3,0.4881999970621154,1,0,0,1,0,2,2.975172350465987
87,5,3,3,0.24439941898109807,1,1,1,1,0,4,1.6886711018965122
88,5,3,3,0.13428338688016028,1,1,1,0,0,3,1.1141604883258358
89,5,3,3,0.42036821444359596,1,1,0,0,0,2,0.856950921343595
90,5,3,3,0.23817561014165073,1,1,1,0,0,3,1.6129291673501591
91,5,3,3,0.4555924478321938,1,0,0,1,0,2,2.589176225022498
92,5,3,3,0.27409387937793284,1,1,0,0,0,2,0.6671636811836533
93,5,3,3,0.28158863482402735,1,0,1,0,0,2,3.382697488886886
94,5,3,3,0.26383574729892906,1,1,0,0,0,2,2.101867792755742
95,5,3,3,0.29432273849837004,1,1,0,0,0,2,1.8346126922145871
96,5,3,3,0.219264482017797,1,1,1,0,0,3,2.8643719370384426
97,5,3,3,0.19938675790695132,1,1,0,0,0,2,2.038887891172307
98,5,3,3,0.30764304773739265,1,0,0,1,0,2,1.1518210993528493
99,5,3,3,0.20175998009553303,1,1,1,0,0,3,1.4571393143236173
