Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,5,3,0.3984973989297218,1,1,0,0,0,0,0,0,0,0,2,5.584266893871139
1,10,5,3,0.27762950650595825,1,0,0,0,0,0,0,0,1,0,2,2.0147722808450745
2,10,5,3,0.4272703017291243,1,1,0,0,0,1,0,0,0,0,3,3.118621872823495
3,10,5,3,0.5658860078395477,1,0,1,0,1,0,0,0,0,0,3,3.470500178486391
4,10,5,3,0.39151644001739566,1,0,0,0,0,1,0,0,1,0,3,5.515149852443156
5,10,5,3,0.7441109824781315,1,0,0,0,0,1,0,0,0,0,2,5.343683356724122
6,10,5,3,0.3923136084296057,1,1,0,0,0,1,0,0,0,0,3,4.839090112842677
7,10,5,3,0.6894919644449187,1,0,0,0,0,0,0,0,1,0,2,2.8899733072485807
8,10,5,3,0.43466459647509514,0,1,0,0,0,0,0,1,0,0,2,2.7307130041086722
9,10,5,3,0.6946336009709136,1,0,1,0,0,0,1,0,0,0,3,3.6464359640765722
10,10,5,3,0.48806903543333974,1,0,0,0,0,0,1,0,0,0,2,2.5752535136731445
11,10,5,3,0.46185879392633106,1,1,0,0,0,0,1,0,0,0,3,2.2939968212007398
12,10,5,3,0.5306657283262504,1,0,0,0,0,0,0,0,1,0,2,4.058540752249423
13,10,5,3,0.49441223001639284,1,1,0,0,0,0,0,1,0,0,3,3.312041103743128
14,10,5,3,0.6474357652456912,1,0,0,0,0,0,1,0,0,0,2,5.934374368848903
15,10,5,3,0.7426434208213759,1,0,0,0,0,0,1,0,0,0,2,5.2600518349599685
16,10,5,3,0.6050106641693792,1,0,0,0,0,0,0,0,1,0,2,3.1169768544122984
17,10,5,3,0.3502562371410369,1,0,0,0,0,0,0,0,1,0,2,2.2010892607745154
18,10,5,3,0.42189314243337755,1,1,1,1,0,1,0,0,0,0,5,2.657899728099461
19,10,5,3,0.3884674672597622,1,0,0,1,0,1,0,0,0,0,3,3.0160978575356108
20,10,5,3,0.4766447026507309,1,1,1,0,0,0,0,0,0,0,3,1.9170853550181848
21,10,5,3,0.46035424653593116,1,0,0,0,0,0,0,0,1,0,2,2.595937520316448
22,10,5,3,0.4054974964586563,1,1,1,0,1,0,0,0,0,0,4,2.1189938139965103
23,10,5,3,0.4798007160086859,0,1,0,0,0,0,0,1,0,0,2,3.8077340073114625
24,10,5,3,0.4762522396596095,1,0,0,0,0,0,0,0,1,0,2,3.3258489258600283
25,10,5,3,0.2711663660976068,1,1,0,0,0,0,0,0,0,0,2,2.3422399250803516
26,10,5,3,0.4968501550513175,1,1,0,0,0,0,1,0,0,0,3,3.9631118928498483
27,10,5,3,0.6328032166435068,1,0,0,0,0,0,1,0,1,0,3,5.6477679322942125
28,10,5,3,0.5462697902115781,1,1,0,0,0,0,0,0,0,0,2,5.295722900595023
29,10,5,3,0.38369624009466113,1,0,0,0,0,0,0,0,1,0,2,1.5265390326841795
30,10,5,3,0.3819359715773439,1,1,1,0,0,0,0,0,0,0,3,1.6179022598002066
31,10,5,3,0.6652498645078586,1,1,0,0,0,0,0,1,0,0,3,2.7223863903449232
32,10,5,3,0.4432453335811006,1,0,1,0,0,0,0,0,0,0,2,2.405261449348556
33,10,5,3,0.4358192426924889,1,0,0,0,0,1,0,0,0,0,2,3.806633717655604
34,10,5,3,0.4550937164096424,1,1,1,0,0,0,0,0,0,0,3,4.023188250528009
35,10,5,3,0.44888086565083307,1,1,1,0,0,0,1,0,0,0,4,3.323817771684503
36,10,5,3,0.3909006430261924,1,1,0,0,0,0,0,0,1,0,3,5.2297560311432285
37,10,5,3,0.4416745911258079,1,1,1,0,0,0,0,0,0,0,3,3.169729423588594
38,10,5,3,0.5262341142490703,1,0,0,0,1,0,0,0,0,0,2,3.669135287026345
39,10,5,3,0.4637847192275808,1,0,0,0,0,0,0,1,0,0,2,2.8254195450814694
40,10,5,3,0.34190224201742025,1,1,1,0,1,0,0,0,0,0,4,2.9621717993839427
41,10,5,3,0.7309135487687035,1,0,0,0,0,0,1,0,0,0,2,3.8899869069141184
42,10,5,3,0.569998692797948,1,0,0,0,0,0,0,1,0,0,2,1.6297111313342412
43,10,5,3,0.4757035426127094,1,1,1,0,0,0,0,0,0,0,3,3.740043365866489
44,10,5,3,0.3234062738640334,1,1,1,0,1,0,0,0,0,0,4,2.8773709878492886
45,10,5,3,0.4354597213402115,1,0,0,0,0,0,1,0,0,0,2,4.063252402533957
46,10,5,3,0.5799334311867252,1,0,0,0,0,0,0,1,0,0,2,2.8621508126139976
47,10,5,3,0.4912407358178674,1,0,0,0,0,1,0,0,0,0,2,2.3041524089335765
48,10,5,3,0.5221655410733085,1,1,0,0,0,1,0,0,0,0,3,2.609966383128143
49,10,5,3,0.6527037716555499,1,0,0,0,0,0,1,0,0,0,2,2.5980534463795077
50,10,5,3,0.41355294526398384,1,1,0,0,0,1,1,0,0,0,4,3.0998090177622024
51,10,5,3,0.33213016370804777,1,1,0,0,0,1,1,0,0,0,4,3.6131396044779565
52,10,5,3,0.4717223521191018,1,0,0,0,0,0,0,0,1,0,2,3.151407987237695
53,10,5,3,0.3975686792411376,1,1,0,0,1,0,0,0,0,0,3,4.521434024124149
54,10,5,3,0.45621460747301146,1,0,0,1,0,0,0,0,0,0,2,2.9805353002356245
55,10,5,3,0.5073189345651632,1,1,0,0,0,1,0,0,0,0,3,2.7551962914422976
56,10,5,3,0.7109742619581728,1,0,0,0,1,0,0,1,0,0,3,4.325051350437576
57,10,5,3,0.6874825435267365,1,0,0,0,0,0,0,1,0,0,2,3.0289024760820444
58,10,5,3,0.5328768670336881,1,1,0,0,0,0,1,0,0,0,3,2.545246633733987
59,10,5,3,0.3894881782125456,1,0,0,0,1,0,0,0,0,0,2,1.3014150122149823
60,10,5,3,0.31886240845525315,1,1,0,1,0,0,1,0,0,0,4,3.285388074634946
61,10,5,3,0.38350913956709376,1,0,1,1,0,0,0,0,0,0,3,2.284749716358176
62,10,5,3,0.3541398996821458,1,0,0,1,0,0,1,0,0,0,3,3.692198910963156
63,10,5,3,0.6432021452269127,1,1,0,0,0,0,0,0,1,0,3,4.640417816935764
64,10,5,3,0.4942154548077322,1,1,0,0,0,0,0,0,1,0,3,4.14877769858728
65,10,5,3,0.35337011364948423,1,1,1,0,0,0,0,0,0,0,3,2.798887247585939
66,10,5,3,0.7359010084295459,1,0,0,0,0,0,1,0,0,0,2,4.45131750552246
67,10,5,3,0.335740451045257,1,0,1,0,0,1,0,0,0,0,3,4.760415888108764
68,10,5,3,0.4527300514726532,1,1,0,0,0,0,1,0,0,0,3,2.6345626802684117
69,10,5,3,0.4963315445981798,1,0,0,1,0,0,0,0,0,0,2,5.007692124710169
70,10,5,3,0.5403680441049578,1,0,0,0,0,0,0,1,0,0,2,4.713779250280645
71,10,5,3,0.3505882486558756,1,1,0,1,0,0,0,0,0,0,3,1.2159554817722524
72,10,5,3,0.45817819474436544,1,1,0,0,0,0,1,0,0,0,3,2.5234636090025595
73,10,5,3,0.539675341294,1,0,0,0,0,0,0,1,0,0,2,1.7788330351765038
74,10,5,3,0.38822944709587043,1,1,1,0,0,0,0,0,0,0,3,1.2633626107823692
75,10,5,3,0.7278576257714596,1,0,0,0,0,1,0,0,0,0,2,4.151402251226828
76,10,5,3,0.4194343189766427,1,1,0,1,0,0,0,1,0,0,4,2.7351958657383535
77,10,5,3,0.7371468079064447,1,1,0,0,0,0,0,0,0,0,2,4.277121453283709
78,10,5,3,0.7446766966570504,1,0,0,0,0,0,1,0,0,0,2,5.553153332110925
79,10,5,3,0.47588006085651413,1,0,1,0,1,0,0,0,0,0,3,3.6798146808653405
80,10,5,3,0.4132642950945375,1,0,0,1,0,0,0,0,0,0,2,2.723772856824403
81,10,5,3,0.4017339750955623,1,1,0,0,0,0,0,0,1,0,3,3.008258972692262
82,10,5,3,0.32143015858949553,1,1,0,1,0,0,0,0,0,0,3,1.4408300761153454
83,10,5,3,0.36530405463235943,1,1,0,0,1,0,1,0,0,0,4,3.2539906615361534
84,10,5,3,0.5851803269143121,1,0,0,1,0,0,0,0,0,0,2,2.5765924359040566
85,10,5,3,0.6148259540653506,1,1,0,0,0,0,0,0,0,0,2,3.3931443929208096
86,10,5,3,0.7455448567884965,1,0,0,0,1,0,0,0,0,0,2,5.5533813079418515
87,10,5,3,0.45643715365991067,1,0,0,0,0,0,0,0,1,0,2,2.700558854468101
88,10,5,3,0.5850077789536422,1,0,1,0,0,0,1,0,0,0,3,3.6680016327941036
89,10,5,3,0.5452415503796433,1,0,0,0,0,0,0,1,0,0,2,5.035355881633339
90,10,5,3,0.49292981873830005,1,0,0,0,1,0,0,0,0,0,2,4.363497272637673
91,10,5,3,0.44962043650798006,1,1,1,0,0,0,0,0,0,0,3,2.8648091585508424
92,10,5,3,0.5645773544387834,1,1,0,0,0,0,0,1,0,0,3,2.567927549435795
93,10,5,3,0.5268408507161465,1,0,0,0,0,0,0,1,0,0,2,2.1149176000986003
94,10,5,3,0.3395091535913987,1,0,0,0,0,0,0,0,1,0,2,3.9511051498221303
95,10,5,3,0.360668321311526,1,0,0,0,0,0,0,0,1,0,2,2.3760920259972025
96,10,5,3,0.6165454908013079,1,0,0,0,0,1,0,0,0,0,2,3.2547396162199136
97,10,5,3,0.7415704167298145,1,0,0,0,0,0,1,0,0,0,2,5.161648112007534
98,10,5,3,0.5490601070127404,1,1,0,0,0,0,0,1,0,0,3,7.877453079983757
99,10,5,3,0.41173596197266626,1,1,0,0,0,0,0,0,0,0,2,2.479351182014068
