Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,1,3,0.25707648518035325,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.288750088583705
1,20,1,3,0.3065140761915771,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1.5551884650324603
2,20,1,3,0.25494665704005925,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.1052978976475303
3,20,1,3,0.34530067740842774,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.394508555632076
4,20,1,3,0.3670012957873463,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5860633650767524
5,20,1,3,0.28490058402697316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.9634016759478088
6,20,1,3,0.23285837739911236,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.7252921017644385
7,20,1,3,0.47195261886610945,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1.454233519071545
8,20,1,3,0.2923034469077289,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3340058682755715
9,20,1,3,0.28743250711978574,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.3257034086918247
10,20,1,3,0.3216728135561657,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.5046362306110588
11,20,1,3,0.31059334894023427,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.2686415100937922
12,20,1,3,0.19935010157541344,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.9698268256549298
13,20,1,3,0.2819257025831168,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10,1.4434375290990689
14,20,1,3,0.29694781701687234,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.344159992023312
15,20,1,3,0.23806766209046284,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.7571205046776894
16,20,1,3,0.2851157716276119,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4943168982199455
17,20,1,3,0.26981625059285474,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10,1.3835270980703533
18,20,1,3,0.2688044119268881,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.1677287423898557
19,20,1,3,0.2825077342372403,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4578044236718262
20,20,1,3,0.25350141652741887,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.654504189812398
21,20,1,3,0.32236072505490376,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3238913565045514
22,20,1,3,0.2786896217255429,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8580180964082124
23,20,1,3,0.2533917135228115,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1.9557399899093482
24,20,1,3,0.21395036062513542,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.3742964929325723
25,20,1,3,0.3004803604628884,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.587492005470239
26,20,1,3,0.3241828524737743,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.215082170977903
