Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,5,3,0.10293501821641535,1,1,1,0,0,3,1.4011140343607265
1,5,5,3,0.0888356609529627,1,1,1,0,0,3,1.1555750792999715
2,5,5,3,0.07308853405548452,1,1,1,0,0,3,1.049355934029533
3,5,5,3,0.08778377632681014,1,1,1,1,0,4,1.1970264147351477
4,5,5,3,0.11139014427076671,1,1,1,1,0,4,1.0638727343316412
5,5,5,3,0.12689169923143395,1,1,1,1,0,4,1.6562217423301129
6,5,5,3,0.08522556382110982,1,1,1,0,0,3,1.1795563717150546
7,5,5,3,0.11235437065777751,1,1,1,1,0,4,1.4883923179855505
8,5,5,3,0.06198924056660979,1,1,1,0,0,3,0.7903311623322832
9,5,5,3,0.15818559349105196,1,1,1,0,0,3,1.1211784466134462
10,5,5,3,0.16666870643670553,1,1,0,0,0,2,0.9289117841316712
11,5,5,3,0.08822537825152792,1,1,0,0,0,2,0.7533593356218922
12,5,5,3,0.08065974775075993,1,1,1,1,0,4,1.1892140231251784
13,5,5,3,0.07898517498729561,1,1,1,1,0,4,1.1312082281464027
14,5,5,3,0.0538514322333883,1,1,1,1,0,4,1.1466010882999367
15,5,5,3,0.10046609437638283,1,1,1,0,0,3,1.244829545069647
16,5,5,3,0.10974042059012454,1,1,1,0,0,3,1.0510524864549657
17,5,5,3,0.10081537818674605,1,1,0,0,0,2,0.9248739220990096
18,5,5,3,0.0896038208923391,1,1,0,0,0,2,0.8360642670289156
19,5,5,3,0.02625883379356699,1,0,0,0,0,1,0.6190747375922525
20,5,5,3,0.1053841417888347,1,1,1,0,0,3,1.4418599291362169
21,5,5,3,0.17476258705723452,1,1,1,0,0,3,1.0988792038934525
22,5,5,3,0.1411342177036223,1,1,1,0,0,3,1.7859585474104538
23,5,5,3,0.06844112494585625,1,1,1,0,0,3,1.0306821472999863
24,5,5,3,0.11535475862296228,1,1,1,1,0,4,1.3833171960841075
25,5,5,3,0.14359595642725909,1,1,1,1,0,4,1.555879167717511
26,5,5,3,0.0641755322242751,1,1,1,1,0,4,1.1859517332691891
27,5,5,3,0.14664883302829812,1,1,1,0,0,3,1.0202679637459195
28,5,5,3,0.11573933785711048,1,1,1,0,0,3,1.5546349792247964
29,5,5,3,0.08523800553058564,1,1,1,0,0,3,0.8805329831740187
30,5,5,3,0.1237775400009408,1,1,1,0,0,3,0.9130416589650323
31,5,5,3,0.11551983298774163,1,1,1,0,0,3,1.2110525926509843
32,5,5,3,0.061662548114996836,1,1,1,0,0,3,1.0289913347386892
33,5,5,3,0.07678940188824476,1,1,1,1,0,4,1.1668364191811316
34,5,5,3,0.11123903373241675,1,1,0,0,0,2,0.8037040995530732
35,5,5,3,0.0622588791145104,1,1,0,0,0,2,0.9882972679392299
36,5,5,3,0.1267491044751345,1,1,1,0,0,3,1.0296872565293835
37,5,5,3,0.1160971355643726,1,1,1,0,0,3,1.2703471415824859
38,5,5,3,0.1664603059997565,1,1,1,0,0,3,1.128675012435334
39,5,5,3,0.1339822323130496,1,1,1,1,0,4,1.5022968685845646
40,5,5,3,0.16505199399530598,1,1,1,0,0,3,1.2896550615357554
41,5,5,3,0.227640601318352,1,1,1,0,0,3,1.3825509004665775
42,5,5,3,0.08825188998554259,1,1,1,0,0,3,0.8611789969209493
43,5,5,3,0.11076164275288121,1,1,1,1,0,4,1.1640185534099472
44,5,5,3,0.08973577989590881,1,1,1,1,0,4,1.2311200015071302
45,5,5,3,0.09615029210366896,1,1,1,1,0,4,1.271408831374895
46,5,5,3,0.08342054177518579,1,1,1,1,0,4,1.1192202360265275
47,5,5,3,0.08716384595545099,1,1,1,1,0,4,1.1587900790406533
48,5,5,3,0.09019276928159237,1,1,0,0,0,2,0.7559596081376881
49,5,5,3,0.11567973864793277,1,1,1,1,0,4,1.1904962630346667
50,5,5,3,0.13112826239237585,1,1,1,1,0,4,1.235267602037379
51,5,5,3,0.10987700107869,1,1,1,1,0,4,1.5747136294254602
52,5,5,3,0.1240422561701929,1,1,0,0,0,2,0.9906677275727842
53,5,5,3,0.1372041664010481,1,1,1,1,0,4,1.1536743701233063
54,5,5,3,0.08891998303347239,1,1,1,0,0,3,1.3320551668270046
55,5,5,3,0.09020851030177204,1,1,0,0,0,2,1.4457150567162855
56,5,5,3,0.1303882022247243,1,1,1,1,0,4,1.3630125596872802
57,5,5,3,0.14795173282309118,1,1,1,0,0,3,1.276661003956333
58,5,5,3,0.08055646100403052,1,1,1,0,0,3,0.9077146889301326
59,5,5,3,0.10140845826105213,1,1,0,0,0,2,0.87826139128272
60,5,5,3,0.14019256290417073,1,1,1,0,0,3,1.6420269777239325
61,5,5,3,0.1237913032632966,1,1,1,1,0,4,1.2426824516605137
62,5,5,3,0.07807218315454499,1,1,1,0,0,3,0.8491873867289224
63,5,5,3,0.05743396603000913,1,1,1,1,0,4,1.2317627533977915
64,5,5,3,0.14293264461103403,1,1,1,0,0,3,1.7238375639333374
65,5,5,3,0.12285565166329535,1,1,1,0,0,3,0.9724171874140597
66,5,5,3,0.10357900909686751,1,1,1,0,0,3,0.9759526859566523
67,5,5,3,0.0978563727947509,1,1,1,1,0,4,1.1957260971504202
68,5,5,3,0.15160760983229357,1,1,1,0,0,3,1.8156552240954609
69,5,5,3,0.09311613431950168,1,1,1,1,0,4,1.640264555449607
70,5,5,3,0.15094221812080486,1,1,1,0,0,3,1.0239098849578592
71,5,5,3,0.0930168671325855,1,1,1,0,0,3,1.058584633390428
72,5,5,3,0.123002268396016,1,1,1,0,0,3,1.1527279772107943
73,5,5,3,0.09797682170652708,1,1,1,0,0,3,1.1419077001230553
74,5,5,3,0.09649519941411423,1,1,1,1,0,4,1.036467021663918
75,5,5,3,0.09872322617409894,1,1,0,0,0,2,1.045932279559333
76,5,5,3,0.07154607461996897,1,1,1,0,0,3,1.129336199530297
77,5,5,3,0.0708865100074611,1,1,1,1,0,4,1.2083638310466882
78,5,5,3,0.0979521433641786,1,1,0,0,0,2,0.8059536079612329
79,5,5,3,0.15484930005841216,1,1,1,0,0,3,0.9830168185885597
80,5,5,3,0.13235233727286078,1,1,1,1,0,4,1.4254761327138157
81,5,5,3,0.11336315949527226,1,1,1,0,0,3,0.8866452031868484
82,5,5,3,0.0786512299797606,1,1,1,1,0,4,1.1760077185173532
83,5,5,3,0.08397681698468576,1,1,0,0,0,2,0.868286180479175
84,5,5,3,0.098291564209205,1,1,1,0,0,3,0.9995484874304549
85,5,5,3,0.14187207693463938,1,1,1,0,0,3,1.127715510433279
86,5,5,3,0.09222093590567301,1,1,1,0,0,3,0.9990755354938408
87,5,5,3,0.09545898051526024,1,1,1,0,0,3,1.0125683514194685
88,5,5,3,0.21526086361864172,1,1,1,0,0,3,1.3808456790750532
89,5,5,3,0.08504875429500003,1,1,1,0,0,3,1.1520527375424998
90,5,5,3,0.07804531634905038,1,1,0,0,0,2,0.8139401589946806
91,5,5,3,0.05262772962841252,1,1,1,1,0,4,1.2473094327138061
92,5,5,3,0.092034083397844,1,1,0,0,0,2,0.847363950776659
93,5,5,3,0.05186178258770259,1,1,1,1,0,4,1.49740754365247
94,5,5,3,0.0873811667852279,1,1,0,0,0,2,0.8161786377742766
95,5,5,3,0.15477017458257847,1,1,1,1,0,4,1.5018597889596759
96,5,5,3,0.22299056782016208,1,1,1,0,0,3,1.1497834097818411
97,5,5,3,0.08439491953188212,1,1,1,0,0,3,1.112289901389438
98,5,5,3,0.039920983719092806,1,1,1,1,0,4,1.5798456937893883
99,5,5,3,0.10675246647877473,1,1,0,0,0,2,0.9127060473100432
