Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,1,3,0.07000022142726554,1,1,1,1,0,4,1.107496921445068
1,5,1,3,0.05299648355031913,1,1,1,0,0,3,0.7574357416061301
2,5,1,3,0.056538430316225116,1,1,1,1,0,4,0.9787966335898064
3,5,1,3,0.08178970154271303,1,1,1,1,0,4,1.012704863467992
4,5,1,3,0.06102737390338472,1,1,1,1,1,5,4.995155505691067
5,5,1,3,0.1113676683534443,1,1,1,0,0,3,1.023559959681338
6,5,1,3,0.0811843500894855,1,1,1,1,0,4,1.0343847970240982
7,5,1,3,0.08632555178274426,1,1,1,1,0,4,1.0273033139095549
8,5,1,3,0.14438538266403966,1,1,1,1,0,4,1.3503420677821993
9,5,1,3,0.07804707475748567,1,1,1,1,0,4,1.1474237666556837
10,5,1,3,0.11142226884332773,1,1,1,0,0,3,0.9011965076031458
11,5,1,3,0.055975795601043335,1,1,1,0,0,3,0.9699687382706013
12,5,1,3,0.16011167365384216,1,1,1,0,0,3,1.0584959540840775
13,5,1,3,0.07964764244934272,1,1,1,1,0,4,1.0414704466808833
14,5,1,3,0.06474232761335307,1,1,1,1,0,4,1.1173221716523893
15,5,1,3,0.10213547931931383,1,1,1,1,0,4,1.020614642594905
16,5,1,3,0.0742911829357706,1,1,1,1,0,4,1.0997070432060192
17,5,1,3,0.10991257687935797,1,1,1,1,0,4,1.4079962530206012
18,5,1,3,0.07812352881058342,1,1,1,1,0,4,1.257531054033893
19,5,1,3,0.06609768636094313,1,1,1,1,0,4,1.026869419191379
20,5,1,3,0.11346652858450235,1,1,1,1,0,4,1.4166308963927645
21,5,1,3,0.09324820637291165,1,1,1,1,0,4,1.023369152913653
22,5,1,3,0.1178911468126009,1,1,1,0,0,3,1.0447847469692706
23,5,1,3,0.05168373489919589,1,1,1,1,0,4,1.0300098046697321
24,5,1,3,0.047967393289986504,1,1,1,1,0,4,1.3445380645975118
25,5,1,3,0.1009502549056289,1,1,1,0,0,3,0.8289184716575486
26,5,1,3,0.12454646934585592,1,1,1,1,0,4,1.3517646251236886
27,5,1,3,0.09180141761626329,1,1,1,1,0,4,1.2171507554731975
28,5,1,3,0.1510126496284136,1,1,1,1,0,4,1.174255607369835
29,5,1,3,0.05893319193309704,1,1,1,1,1,5,3.838445614816175
30,5,1,3,0.08276368387879154,1,1,1,1,0,4,1.047880877813367
31,5,1,3,0.09361234434756821,1,1,1,1,0,4,1.1470948639881353
32,5,1,3,0.08034957899318743,1,1,1,0,0,3,1.004171219208744
33,5,1,3,0.09151694953290303,1,1,1,1,0,4,1.1028089616079302
34,5,1,3,0.08013632204277435,1,1,1,0,0,3,0.9913829158959047
35,5,1,3,0.0916009751266432,1,1,1,1,0,4,1.0542593201603876
36,5,1,3,0.0882399719621382,1,1,1,1,0,4,1.276472817769316
37,5,1,3,0.08452267946880329,1,1,1,1,0,4,1.0544055544708086
38,5,1,3,0.05729363276726175,1,1,1,1,0,4,1.2156032906930285
39,5,1,3,0.07234073032272664,1,1,1,1,0,4,1.2265225410731304
40,5,1,3,0.06696863258713055,1,1,1,1,0,4,1.1406568213475956
41,5,1,3,0.06525910558558307,1,1,1,1,0,4,1.1573875822503301
42,5,1,3,0.05622821558093018,1,1,1,1,0,4,1.0149702522887138
43,5,1,3,0.11560799329509178,1,1,1,1,0,4,1.200327156503366
44,5,1,3,0.12241245862307122,1,1,1,0,0,3,0.9969142644961491
45,5,1,3,0.10619590531979997,1,1,1,1,0,4,1.177017057853126
46,5,1,3,0.062005622964361004,1,1,1,1,0,4,1.124344219032357
47,5,1,3,0.07185185230914141,1,1,1,0,0,3,1.0354908361966468
48,5,1,3,0.06353651882331113,1,1,1,1,0,4,0.9967216212582646
49,5,1,3,0.1029295117611031,1,1,1,1,0,4,1.1602018933675764
50,5,1,3,0.12762276737291356,1,1,1,1,0,4,1.2192122089754047
51,5,1,3,0.09916367255194475,1,1,1,1,0,4,0.9832173208625535
