Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,1,3,0.08927262031042282,1,1,1,1,1,1,1,0,0,0,7,1.1245516379699203
1,10,1,3,0.09009926053800346,1,1,1,1,1,1,0,0,0,0,6,1.056389589372138
2,10,1,3,0.12688624011276906,1,1,1,1,1,1,1,0,0,0,7,1.5434647501822076
3,10,1,3,0.14832098774631902,1,1,1,1,1,1,1,0,0,0,7,1.348588436211532
4,10,1,3,0.08411004213213023,1,1,1,1,1,1,1,0,0,0,7,1.4546278809608106
5,10,1,3,0.11789631991690497,1,1,1,1,1,1,1,1,0,0,8,1.4031827621373536
6,10,1,3,0.10403887350217064,1,1,1,1,1,1,1,1,0,0,8,1.4767565865805592
7,10,1,3,0.14856606215163745,1,1,1,1,1,1,1,1,0,0,8,1.3437255001462192
8,10,1,3,0.17217518268421184,1,1,1,1,1,1,1,0,0,0,7,1.5581793525450793
9,10,1,3,0.12313139488991648,1,1,1,1,1,1,1,0,0,0,7,1.2185799578355776
10,10,1,3,0.13558617668674805,1,1,1,1,1,1,1,0,0,0,7,1.4715954469713586
11,10,1,3,0.09357012977811144,1,1,1,1,1,1,1,1,0,0,8,1.7245916086528896
12,10,1,3,0.11608769671382549,1,1,1,1,1,1,1,0,0,0,7,1.3794608448752341
13,10,1,3,0.1741815945570826,1,1,1,1,1,1,0,0,0,0,6,1.7213826606641423
14,10,1,3,0.14933798409440555,1,1,1,1,1,1,0,0,0,0,6,1.3749598741694813
15,10,1,3,0.17224807570495276,1,1,1,1,1,1,0,0,0,0,6,1.5380216931873258
16,10,1,3,0.10629810179999832,1,1,1,1,1,1,0,0,0,0,6,1.2494354887116823
17,10,1,3,0.11474867988760167,1,1,1,1,1,1,1,1,0,0,8,1.279395746052241
18,10,1,3,0.11850191107152526,1,1,1,1,1,1,1,0,0,0,7,1.2499288222738554
19,10,1,3,0.15403481610007172,1,1,1,1,1,1,1,0,0,0,7,1.2255265549147425
20,10,1,3,0.18995196316710092,1,1,1,1,1,1,0,0,0,0,6,1.3174912538088175
21,10,1,3,0.1707488424302973,1,1,1,1,1,1,1,0,0,0,7,1.276343153023756
22,10,1,3,0.12599246314969992,1,1,1,1,1,1,1,1,0,0,8,1.4886479912980544
23,10,1,3,0.13602217421054266,1,1,1,1,1,1,0,0,0,0,6,1.1252080697482578
24,10,1,3,0.11875979718985422,1,1,1,1,1,1,1,0,0,0,7,1.3905686167683637
25,10,1,3,0.12286054139318173,1,1,1,1,1,1,1,0,0,0,7,1.315070710329108
26,10,1,3,0.10325666987246199,1,1,1,1,1,1,0,0,0,0,6,1.363983365324056
27,10,1,3,0.12951434561565767,1,1,1,1,1,0,0,0,0,0,5,1.113395776649648
28,10,1,3,0.09907997690717885,1,1,1,1,1,1,1,1,0,0,8,1.378676490710614
29,10,1,3,0.2257925527105653,1,1,1,1,1,0,0,0,0,0,5,1.419906902814013
30,10,1,3,0.12426092000189404,1,1,1,1,1,1,1,1,0,0,8,1.5174555595123933
31,10,1,3,0.11834923688498215,1,1,1,1,1,0,0,0,0,0,5,1.2137623241375841
32,10,1,3,0.11469990215801862,1,1,1,1,1,1,0,0,0,0,6,1.032427977294277
33,10,1,3,0.16973293582499818,1,1,1,1,1,1,0,0,0,0,6,1.2004217557212917
34,10,1,3,0.11242910794511914,1,1,1,1,1,1,1,0,0,0,7,1.3781052572232375
35,10,1,3,0.1014773488022624,1,1,1,1,1,1,1,0,0,0,7,1.0535883001973838
36,10,1,3,0.14739390468971944,1,1,1,1,1,1,0,0,0,0,6,1.3369226282846578
37,10,1,3,0.09659475419412195,1,1,1,1,1,1,1,1,1,0,9,1.6275298835963636
38,10,1,3,0.0970717811718646,1,1,1,1,1,1,1,1,0,0,8,1.5129932385784024
39,10,1,3,0.14181419536246265,1,1,1,1,1,1,0,0,0,0,6,1.4551268276641989
40,10,1,3,0.14665473592497125,1,1,1,1,1,1,1,0,0,0,7,1.5514320298234303
41,10,1,3,0.147254628467572,1,1,1,1,1,1,1,0,0,0,7,1.4713876543305284
42,10,1,3,0.08121726639189496,1,1,1,1,1,1,1,0,0,0,7,1.0632004929944618
43,10,1,3,0.11234566772296842,1,1,1,1,1,1,1,0,0,0,7,1.4368038485229984
44,10,1,3,0.11406722325133414,1,1,1,1,1,1,0,0,0,0,6,1.3718043031247604
45,10,1,3,0.1345661808824045,1,1,1,1,1,1,1,0,0,0,7,1.386277604152085
46,10,1,3,0.1405278839283084,1,1,1,1,1,1,1,0,0,0,7,1.3993409661623497
47,10,1,3,0.12131421456596153,1,1,1,1,1,1,1,0,0,0,7,1.3206766356661412
48,10,1,3,0.12539983588768033,1,1,1,1,1,1,1,1,1,0,9,1.6338919276272361
49,10,1,3,0.11167275754104333,1,1,1,1,1,1,0,0,0,0,6,1.1812758079943786
50,10,1,3,0.13455469150044286,1,1,1,1,1,1,1,0,0,0,7,1.3489470711228904
51,10,1,3,0.10781129217850477,1,1,1,1,1,1,1,1,0,0,8,1.545369665334279
52,10,1,3,0.08845871381940254,1,1,1,1,1,1,1,0,0,0,7,1.506581996289371
53,10,1,3,0.1011982191598457,1,1,1,1,1,1,1,0,0,0,7,1.2484102594785127
54,10,1,3,0.1334342873554808,1,1,1,1,1,1,1,0,0,0,7,1.4942690996791388
55,10,1,3,0.11914637116137745,1,1,1,1,1,1,1,1,0,0,8,1.3477479377385704
56,10,1,3,0.06973865488917805,1,1,1,1,0,0,0,0,0,0,4,0.9415774109246089
57,10,1,3,0.10274040655191467,1,1,1,1,1,1,1,0,0,0,7,1.2346106747672838
58,10,1,3,0.0998318310064985,1,1,1,1,1,1,1,1,1,0,9,1.6475860438208145
59,10,1,3,0.14196505942024795,1,1,1,1,1,1,0,0,0,0,6,1.3913720964309229
60,10,1,3,0.09455233735560488,1,1,1,1,1,1,1,0,0,0,7,1.1319546428017953
61,10,1,3,0.12669820124319342,1,1,1,1,1,1,0,0,0,0,6,1.2774188089114227
62,10,1,3,0.1272900507360604,1,1,1,1,1,1,0,0,0,0,6,1.218046729395823
63,10,1,3,0.14327204895782925,1,1,1,1,1,1,1,0,0,0,7,1.3454089121829285
64,10,1,3,0.1951021859247868,1,1,1,1,1,0,0,0,0,0,5,1.265595492038432
65,10,1,3,0.14636957421199273,1,1,1,1,1,1,1,0,0,0,7,1.3085644147028157
66,10,1,3,0.11122873362675614,1,1,1,1,1,0,0,0,0,0,5,1.2519629331691973
67,10,1,3,0.13982045340475452,1,1,1,1,1,1,0,0,0,0,6,1.1736200000038959
68,10,1,3,0.11217848725838409,1,1,1,1,1,1,1,1,1,0,9,1.6424915117632755
69,10,1,3,0.1288562617168975,1,1,1,1,1,1,1,0,0,0,7,1.3147133391866843
70,10,1,3,0.16082712498017065,1,1,1,1,1,1,0,0,0,0,6,1.3490146401790568
71,10,1,3,0.13460272846110488,1,1,1,1,1,1,0,0,0,0,6,1.4263259830628277
72,10,1,3,0.10545374637168174,1,1,1,1,1,1,1,0,0,0,7,1.4583464610085186
73,10,1,3,0.11232543188622796,1,1,1,1,1,1,1,1,0,0,8,1.7330208681709434
74,10,1,3,0.12683787093001644,1,1,1,1,1,1,1,0,0,0,7,1.3355966831913153
75,10,1,3,0.10002551839693638,1,1,1,1,1,1,1,0,0,0,7,1.1891398332883982
76,10,1,3,0.14227631097497173,1,1,1,1,1,1,0,0,0,0,6,1.2413905841481916
77,10,1,3,0.13899390554246538,1,1,1,1,1,1,1,0,0,0,7,1.671836040780224
78,10,1,3,0.15462652985060069,1,1,1,1,1,1,1,0,0,0,7,1.582784299474158
79,10,1,3,0.20092570549014344,1,1,1,1,1,1,0,0,0,0,6,1.3682824053222356
80,10,1,3,0.1505012959178372,1,1,1,1,1,1,1,0,0,0,7,1.2448333477634894
81,10,1,3,0.11867703087686511,1,1,1,1,1,1,1,0,0,0,7,1.1901130857640247
82,10,1,3,0.1136860913515585,1,1,1,1,1,1,1,1,0,0,8,1.4445838105945992
83,10,1,3,0.1712467497544126,1,1,1,1,1,1,1,1,0,0,8,1.6050140216384472
84,10,1,3,0.19592513196945607,1,1,1,1,1,1,1,0,0,0,7,1.795963888561344
85,10,1,3,0.2124356407068872,1,1,1,1,1,1,1,0,0,0,7,1.385563736355163
86,10,1,3,0.10741657434218169,1,1,1,1,1,1,1,0,0,0,7,1.3661889357780976
87,10,1,3,0.08679139579701889,1,1,1,1,1,1,1,0,0,0,7,1.4148568368933705
88,10,1,3,0.11768034420505924,1,1,1,1,1,1,1,0,0,0,7,1.5578258061630148
89,10,1,3,0.10415126467650997,1,1,1,1,1,1,1,1,0,0,8,1.4006185048097441
90,10,1,3,0.0955817829799861,1,1,1,1,1,1,1,1,0,0,8,1.485820550701137
91,10,1,3,0.17269547182506673,1,1,1,1,1,1,1,0,0,0,7,1.612651281604987
92,10,1,3,0.15383301530322596,1,1,1,1,1,0,0,0,0,0,5,1.1079497080636862
93,10,1,3,0.13786370780385465,1,1,1,1,1,1,1,0,0,0,7,1.4628691734249561
94,10,1,3,0.09588828586657795,1,1,1,1,1,1,1,0,0,0,7,1.1012705727171617
95,10,1,3,0.13826679856042584,1,1,1,1,1,0,0,0,0,0,5,1.0420586081053411
96,10,1,3,0.08623937242612356,1,1,1,1,1,1,0,0,0,0,6,1.5334543527598274
97,10,1,3,0.0918456369475182,1,1,1,1,1,1,0,0,0,0,6,1.2661367562399208
98,10,1,3,0.17113310087928052,1,1,1,1,1,1,0,0,0,0,6,1.4127491632413514
99,10,1,3,0.13384498169561612,1,1,1,1,1,1,1,0,0,0,7,1.3064666261830769
