Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,5,3,0.20921367110606698,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.5085971443076565
1,20,5,3,0.23971794432791532,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.4464781286166692
2,20,5,3,0.282504371381364,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.4720606514853056
3,20,5,3,0.24531827476554824,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.6067386899374054
4,20,5,3,0.16243974424495705,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.8233295341993978
5,20,5,3,0.19216330545867563,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.3424228350666652
6,20,5,3,0.22226809469205294,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.638200641989748
7,20,5,3,0.20130892896699032,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.62707592739511
8,20,5,3,0.2785233194292933,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8243741010764118
9,20,5,3,0.17510609103609642,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.4359672677417468
10,20,5,3,0.3105757997305729,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.8253135065297679
11,20,5,3,0.2589257090750048,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.9052916926428036
12,20,5,3,0.26618575112655074,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,2.277218688623743
13,20,5,3,0.24595509533354049,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5976797179668636
14,20,5,3,0.1749611735587783,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.1934457513411287
15,20,5,3,0.2958671042638478,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5865351201844984
16,20,5,3,0.20351293888926905,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5081213621341878
17,20,5,3,0.29048590029105903,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7535996594631573
18,20,5,3,0.1737070383177331,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.656981417400634
19,20,5,3,0.17560745116825083,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.203357423306005
20,20,5,3,0.2408043473960914,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.576109824501485
21,20,5,3,0.21697953380912682,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8469865745459337
22,20,5,3,0.2697977738814901,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5252558337746265
23,20,5,3,0.18068926006170338,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,1.5428571625720355
24,20,5,3,0.18240883383985299,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.6240002752478855
25,20,5,3,0.2612430626748543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.5958816192357594
26,20,5,3,0.2679383881985343,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.589641186363068
27,20,5,3,0.16998386167453816,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.6652370303953528
28,20,5,3,0.23529421646524157,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.7957791519031976
29,20,5,3,0.18492392426603615,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2083713230404145
30,20,5,3,0.19943520302104484,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.6154302697046292
31,20,5,3,0.19891890384690233,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.7908506241750834
32,20,5,3,0.25879684094801686,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.632110624190319
33,20,5,3,0.2479348257397498,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7367118982537018
34,20,5,3,0.14775497840252788,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.4256615326616777
35,20,5,3,0.24559090756553592,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2948096579363917
36,20,5,3,0.2293925700906217,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.7338251371990556
