Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus
0,20,5,3,0.22411320370461726,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4033751826438783
1,20,5,3,0.203058761663608,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.278544425820947
2,20,5,3,0.2739452728386331,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.619452872518357
3,20,5,3,0.20419297804311345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1055875456998114
4,20,5,3,0.23111912705781676,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.252924669121972
5,20,5,3,0.014029857064626896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5900874133214498
6,20,5,3,0.25153832332644005,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.297700880475248
7,20,5,3,0.2591428077199251,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.7748910941474914
8,20,5,3,0.20799857036536398,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1078210368829424
9,20,5,3,0.3321225588911359,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.4488905410064987
10,20,5,3,0.21268945676965134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.353694264770895
11,20,5,3,0.1838202316089033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9259669670310358
12,20,5,3,0.4303200208586958,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0929213220670513
13,20,5,3,0.31106250725511786,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6661542294864886
14,20,5,3,0.2933899216518256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6092417487741262
15,20,5,3,0.23929440270582053,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.374243013442081
16,20,5,3,0.38072126834601894,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.8822413728128526
17,20,5,3,0.11305040395518351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7474568988617079
18,20,5,3,0.013156354348186348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5951065226230698
19,20,5,3,0.28071294920744505,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.4180557727947847
20,20,5,3,0.14744301659768563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9130145524666999
21,20,5,3,0.13606477723785498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8085467742215584
22,20,5,3,0.08864153413114007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8104076826654094
23,20,5,3,0.18867543637790318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0343574860531832
24,20,5,3,0.2577226081278904,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3338267885680408
25,20,5,3,0.22546957706917842,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.6043058700564568
26,20,5,3,0.2723334261869528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.2607621916982779
27,20,5,3,0.1946109046057471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9529766667155564
28,20,5,3,0.29719826650121495,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6122676025633673
29,20,5,3,0.36223882401185725,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.9296267868408132
30,20,5,3,0.26055811389102634,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.24812967093377
