Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,1,3,0.13655818444509024,1,1,1,1,0,4,1.2043384639809223
1,5,1,3,0.07644606574448347,1,1,0,0,0,2,0.845231580242357
2,5,1,3,0.036571265499708565,1,1,1,1,0,4,1.166404168306027
3,5,1,3,0.11086458562967391,1,1,1,1,0,4,1.372714825584188
4,5,1,3,0.1256171397347862,1,1,1,1,0,4,1.3343002412002356
5,5,1,3,0.08797020929719537,1,1,1,0,0,3,0.9118187510789579
6,5,1,3,0.056619737676378463,1,1,1,0,0,3,0.8282941253871511
7,5,1,3,0.05575169458303957,1,1,1,1,0,4,1.9255208034928524
8,5,1,3,0.09673191484544152,1,1,1,1,0,4,1.2646446037740833
9,5,1,3,0.10198737504629109,1,1,1,1,0,4,1.5505157436992214
10,5,1,3,0.12706516748237917,1,1,1,1,0,4,1.2013082661523593
11,5,1,3,0.10213127189781068,1,1,1,1,0,4,1.3324879886519083
12,5,1,3,0.11070860597322996,1,1,1,1,0,4,1.3519376982110776
13,5,1,3,0.11080005497306282,1,1,1,1,0,4,1.4143390222102767
14,5,1,3,0.13902071789490755,1,1,1,1,0,4,1.3740164259888918
15,5,1,3,0.09317661966306509,1,1,1,1,0,4,1.0461233644306205
16,5,1,3,0.1078162043484843,1,1,1,1,0,4,1.214013617602495
17,5,1,3,0.08954559254766611,1,1,1,1,0,4,1.2295649021239186
18,5,1,3,0.1763685373407887,1,1,1,1,0,4,1.4277558500831131
19,5,1,3,0.15286469358640908,1,1,1,0,0,3,1.257322940823159
20,5,1,3,0.0839731107608675,1,1,1,0,0,3,0.8491876495151252
21,5,1,3,0.06536203084057568,1,1,1,1,0,4,1.120638472694194
22,5,1,3,0.08412397897516695,1,1,1,1,0,4,1.1668807148910236
23,5,1,3,0.06412700552246589,1,1,1,1,0,4,1.9636159619272413
24,5,1,3,0.09640981495743955,1,1,1,1,0,4,1.2449072333851494
25,5,1,3,0.0851108859187952,1,1,1,0,0,3,0.8904531026828937
26,5,1,3,0.050278399931125664,1,1,1,1,0,4,1.1768939911374705
27,5,1,3,0.09157976639507662,1,1,1,0,0,3,0.9260775939781813
28,5,1,3,0.10846756822178796,1,1,1,1,0,4,1.1763661707098794
29,5,1,3,0.10932305362894693,1,1,1,1,0,4,1.1692239378980214
30,5,1,3,0.11423255496901755,1,1,1,1,0,4,1.176159393426132
31,5,1,3,0.10044665634017141,1,1,1,1,0,4,1.3163439594880788
32,5,1,3,0.1274327847987139,1,1,1,1,0,4,1.2775131452623363
33,5,1,3,0.1709727687739829,1,1,1,0,0,3,1.08077636141416
34,5,1,3,0.09955510873117153,1,1,1,1,0,4,1.4408302840399758
35,5,1,3,0.062130885924036275,1,1,1,0,0,3,0.9071290094444113
36,5,1,3,0.11890040232213729,1,1,1,0,0,3,1.2336472652446981
37,5,1,3,0.04605037069643073,1,1,1,0,0,3,0.7490218509569145
38,5,1,3,0.12790389273310404,1,1,0,0,0,2,1.0229102145843532
39,5,1,3,0.08591097692102798,1,1,1,1,0,4,1.1747103286067246
40,5,1,3,0.13824014198676376,1,1,1,1,0,4,1.3451706874062581
41,5,1,3,0.1443615775502567,1,1,1,1,0,4,1.5968509987298787
42,5,1,3,0.1111689004137073,1,1,1,1,0,4,1.2584240820796908
43,5,1,3,0.09761258409245328,1,1,1,0,0,3,0.7932754847260172
44,5,1,3,0.08122188025437752,1,1,1,0,0,3,0.7949013938364567
45,5,1,3,0.05571699800103479,1,1,1,0,0,3,0.8130741602710623
46,5,1,3,0.08938018871406128,1,1,1,0,0,3,1.2509198168006446
47,5,1,3,0.08201216348233994,1,1,1,1,0,4,1.3170629169112382
48,5,1,3,0.11862026775790277,1,1,1,0,0,3,1.2560618691869774
49,5,1,3,0.04772105435809519,1,1,1,1,0,4,1.2497193492388936
50,5,1,3,0.09934277988289003,1,1,1,0,0,3,0.9192670221622183
51,5,1,3,0.10115769212398339,1,1,1,1,0,4,1.3409236897099817
52,5,1,3,0.09568972348702143,1,1,1,1,0,4,1.562861694753289
53,5,1,3,0.047045732930985164,1,1,1,1,0,4,1.0588925490231986
54,5,1,3,0.14833351522936444,1,1,0,0,0,2,1.030314795882607
55,5,1,3,0.11585734900676815,1,1,1,0,0,3,0.9652417871458732
56,5,1,3,0.07776745544009704,1,1,1,1,0,4,1.111600324226302
57,5,1,3,0.05596046481448966,1,1,1,1,0,4,1.1388580309199945
58,5,1,3,0.06107607556297346,1,1,1,1,0,4,1.4827913050346833
59,5,1,3,0.11111225589246744,1,1,1,0,0,3,0.9520260174573347
60,5,1,3,0.1092904422047147,1,1,1,1,0,4,1.3289475267197788
61,5,1,3,0.11810335833932532,1,1,1,1,0,4,1.3167646167950042
62,5,1,3,0.10687599657832629,1,1,1,0,0,3,1.4333012276911679
63,5,1,3,0.12335032949496663,1,1,1,0,0,3,0.9893704372582284
64,5,1,3,0.050384079529068676,1,1,1,0,0,3,0.9440742414778538
65,5,1,3,0.10810155234616403,1,1,1,1,0,4,1.3938692457029092
66,5,1,3,0.11610329186675791,1,1,1,1,0,4,1.5520909980791724
67,5,1,3,0.07543506883416763,1,1,1,0,0,3,0.9233701189395151
68,5,1,3,0.11561627918447323,1,1,1,0,0,3,0.9834948413064206
69,5,1,3,0.09540588898386285,1,1,1,1,0,4,0.9883574142377594
70,5,1,3,0.12391636739707759,1,1,1,0,0,3,1.277356303420623
71,5,1,3,0.16773621267228972,1,1,1,0,0,3,1.1484983151035306
72,5,1,3,0.0507777342763888,1,1,0,0,0,2,0.7310957385475167
73,5,1,3,0.14947870920534023,1,1,1,1,0,4,1.2137602455915824
74,5,1,3,0.09589176645478596,1,1,1,1,0,4,1.2932100095410464
75,5,1,3,0.11512604200348045,1,1,1,1,0,4,1.272804380440423
76,5,1,3,0.10621463881744456,1,1,1,1,0,4,1.228967478385866
77,5,1,3,0.0681206530789436,1,1,1,1,0,4,1.0642438548597233
78,5,1,3,0.1082480029477615,1,1,1,1,0,4,1.2993967929378343
79,5,1,3,0.08795611222596252,1,1,1,1,0,4,1.2447466073668907
80,5,1,3,0.05793343651331939,1,1,1,1,0,4,0.9339383756022868
81,5,1,3,0.1293581499469077,1,1,1,0,0,3,1.304242675025149
82,5,1,3,0.09078126906721745,1,1,1,1,0,4,1.0660883091280569
83,5,1,3,0.11920786000659783,1,1,1,1,0,4,1.2410865696879492
84,5,1,3,0.07857190736530989,1,1,1,1,0,4,1.1419025018264248
85,5,1,3,0.07789041013539419,1,1,1,0,0,3,0.8654981992456093
86,5,1,3,0.1320250599932325,1,1,1,0,0,3,1.1321356919910701
87,5,1,3,0.07251392750374216,1,1,1,0,0,3,0.8664187061468823
88,5,1,3,0.08596427756243688,1,1,1,1,0,4,1.0462680820325752
89,5,1,3,0.09535179657967746,1,1,1,1,0,4,1.2067523956042046
90,5,1,3,0.0992538820528302,1,1,1,0,0,3,1.153030165051792
91,5,1,3,0.10044570704996122,1,1,1,0,0,3,1.156221556976564
92,5,1,3,0.051223961103261974,1,1,1,0,0,3,0.8864123114391775
93,5,1,3,0.08120434546026735,1,1,1,0,0,3,0.8156368276466147
94,5,1,3,0.045187944878386524,1,1,1,0,0,3,0.7615870470262984
95,5,1,3,0.10765117062903566,1,1,0,0,0,2,0.9224716040620071
96,5,1,3,0.0915125090832217,1,1,1,1,0,4,1.2643754642999503
97,5,1,3,0.07816852680981475,1,1,1,0,0,3,1.023998663915584
98,5,1,3,0.11059124823011943,1,1,1,0,0,3,0.9189889273537029
99,5,1,3,0.1119347804690983,1,1,1,1,0,4,1.4000700837593976
