Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,3,3,0.15353838166815748,1,1,1,1,1,1,0,0,0,0,6,1.9986489392723663
1,10,3,3,0.15126816306082536,1,1,1,1,0,0,0,0,0,0,4,1.2904645964118888
2,10,3,3,0.17400424880797483,1,1,1,1,0,0,0,0,0,0,4,1.4225000002493164
3,10,3,3,0.19731377457550683,1,1,1,1,0,0,0,0,0,0,4,1.3777689427540447
4,10,3,3,0.1566470980109433,1,1,1,1,0,0,0,0,0,0,4,1.310710749144496
5,10,3,3,0.1705915879572016,1,1,1,1,0,0,0,0,0,0,4,1.4002337516460397
6,10,3,3,0.12519062282040216,1,1,1,1,1,1,0,0,0,0,6,1.559412318422777
7,10,3,3,0.09782233558506412,1,1,1,0,0,0,0,0,0,0,3,0.8016180900429449
8,10,3,3,0.1913785385165292,1,1,1,1,1,1,0,0,0,0,6,1.567069213776668
9,10,3,3,0.1350238097795652,1,1,1,1,0,0,0,0,0,0,4,1.05404799743305
10,10,3,3,0.17754061155256026,1,1,1,0,0,0,0,0,0,0,3,0.9817026416540477
11,10,3,3,0.10143449487935598,1,1,1,0,0,0,0,0,0,0,3,0.9471632927558435
12,10,3,3,0.329684114529351,1,1,1,1,0,0,0,0,0,0,4,1.5327181972295199
13,10,3,3,0.11998599586825168,1,1,1,0,0,0,0,0,0,0,3,0.832558101998847
14,10,3,3,0.2751391727691991,1,1,1,1,1,0,0,0,0,0,5,1.802585889831808
15,10,3,3,0.20180245075129838,1,1,1,0,0,0,0,0,0,0,3,1.3414610782513865
16,10,3,3,0.19910392148796124,1,1,1,0,0,0,0,0,0,0,3,1.4875545581274316
17,10,3,3,0.15116033723309374,1,1,1,1,0,0,0,0,0,0,4,1.124034890916822
18,10,3,3,0.08470688236550515,1,1,1,0,0,0,0,0,0,0,3,0.7573899115792766
19,10,3,3,0.14737331041693943,1,1,1,1,1,1,0,0,0,0,6,1.3416125492538815
20,10,3,3,0.11785384131658208,1,1,1,1,0,0,0,0,0,0,4,0.9231309610640615
21,10,3,3,0.21540342323885314,1,1,1,0,0,0,0,0,0,0,3,1.5887021457279564
22,10,3,3,0.24182737246095312,1,1,1,0,0,0,0,0,0,0,3,1.3230987175455453
23,10,3,3,0.16848362650869383,1,1,0,0,0,0,0,0,0,0,2,1.1423290688833143
24,10,3,3,0.2648510485989892,1,1,1,1,1,0,0,0,0,0,5,2.0211642942701467
25,10,3,3,0.19432122832349039,1,1,1,0,0,0,0,0,0,0,3,1.091079990285227
26,10,3,3,0.14700789735247202,1,1,1,1,0,0,0,0,0,0,4,1.8445020437889008
27,10,3,3,0.15880120858164154,1,1,1,0,0,0,0,0,0,0,3,1.3776228899941882
28,10,3,3,0.24469767091341327,1,1,1,1,1,0,0,0,0,0,5,1.816590432489821
29,10,3,3,0.18961038056674556,1,1,1,1,0,0,0,0,0,0,4,1.1142733197921273
30,10,3,3,0.15640594476264286,1,1,1,1,1,0,0,0,0,0,5,1.7765699991072
31,10,3,3,0.12017051915718471,1,1,1,0,0,0,0,0,0,0,3,1.0446786647055277
32,10,3,3,0.2226333183862806,1,1,1,0,0,0,0,0,0,0,3,1.899559223783509
33,10,3,3,0.1725411134189673,1,1,1,0,0,0,0,0,0,0,3,2.0918773092942016
34,10,3,3,0.2138787154802773,1,1,1,1,1,0,0,0,0,0,5,1.319520839566441
35,10,3,3,0.11764692248585357,1,1,1,1,1,0,0,0,0,0,5,1.8725622800843098
36,10,3,3,0.3055180451186358,1,1,1,1,1,0,0,0,0,0,5,1.7532275460604363
37,10,3,3,0.17841594376860312,1,1,1,1,0,0,0,0,0,0,4,1.1397543700121586
38,10,3,3,0.2206792077780569,1,1,1,1,1,0,0,0,0,0,5,2.434839899560133
39,10,3,3,0.14615343337208433,1,1,1,0,0,0,0,0,0,0,3,1.189202754666821
40,10,3,3,0.2039851163009152,1,1,1,0,0,0,0,0,0,0,3,1.1943278900139327
41,10,3,3,0.11346039352812677,1,1,1,0,0,0,0,0,0,0,3,0.947444245198017
42,10,3,3,0.16192898273461975,1,1,1,1,1,1,1,0,0,0,7,1.500528109996024
43,10,3,3,0.15903252252042283,1,1,1,1,1,1,1,0,0,0,7,1.4796244179734839
44,10,3,3,0.14281787006330507,1,1,1,1,1,0,0,0,0,0,5,1.3093753727383293
45,10,3,3,0.2285144850291813,1,1,1,0,0,0,0,0,0,0,3,1.351967830482614
46,10,3,3,0.09655337296169432,1,1,0,0,0,0,0,0,0,0,2,0.9309821452722945
