Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,5,3,0.07290298489835088,1,0,0,0,0,1,0.7188771520519006
1,5,5,3,0.0643185539171148,1,1,0,0,0,2,0.7252940274756392
2,5,5,3,0.05042903255342478,1,1,0,0,0,2,0.8964278799682079
3,5,5,3,0.12236636234965674,1,1,1,0,0,3,1.219739563237042
4,5,5,3,0.11399040433040869,1,1,1,0,0,3,1.1205077330834192
5,5,5,3,0.15546046942802952,1,1,1,1,0,4,1.6575276243004962
6,5,5,3,0.13053966889966584,1,1,0,0,0,2,0.8890196097521028
7,5,5,3,0.05034948084498717,1,1,0,0,0,2,0.7164921998115215
8,5,5,3,0.16689663526674392,1,1,1,0,0,3,1.2845502172394867
9,5,5,3,0.2367088979392184,1,1,1,0,0,3,1.3475449898861158
10,5,5,3,0.054866267702754504,1,0,0,0,0,1,0.6964725320396995
11,5,5,3,0.10855114449120869,1,1,0,0,0,2,0.8937351479339336
12,5,5,3,0.23426902406212632,1,1,0,0,0,2,1.26227195351716
13,5,5,3,0.06337469012924303,1,1,0,0,0,2,0.7480264465049069
14,5,5,3,0.07956988199616874,1,1,0,0,0,2,0.8176305753503179
15,5,5,3,0.11876846697458557,1,1,0,0,0,2,0.8397230365044721
16,5,5,3,0.017385202203622448,1,0,0,0,0,1,0.5956207097076006
17,5,5,3,0.028686516120230068,1,1,0,0,0,2,0.6689164175501582
18,5,5,3,0.007854942803079612,1,0,0,0,0,1,0.5864324323189418
19,5,5,3,0.0377474885585375,1,0,0,0,0,1,0.6700071443565148
20,5,5,3,0.08093827104397697,1,1,1,0,0,3,1.461254048953216
21,5,5,3,0.08393273599194326,1,1,1,0,0,3,1.627795129638828
22,5,5,3,0.10193336329490038,1,1,0,0,0,2,0.8820567921489431
23,5,5,3,0.11856687439266278,1,1,1,0,0,3,0.987131261167825
24,5,5,3,0.1511160150414808,1,1,0,0,0,2,1.7627839821060438
25,5,5,3,0.05808540671363643,1,0,0,0,0,1,0.6838189912428386
26,5,5,3,0.140909634785948,1,1,1,0,0,3,1.0474132833655942
27,5,5,3,0.1350182680827478,1,1,1,0,0,3,1.1377229159397964
28,5,5,3,0.02826280328755933,1,0,0,0,0,1,0.6141238531869623
29,5,5,3,0.05460510936080957,1,1,0,0,0,2,0.7685506618437479
30,5,5,3,0.04275214092506698,1,0,0,0,0,1,0.651253867409896
31,5,5,3,0.152899494914567,1,1,1,0,0,3,1.5397758913106512
32,5,5,3,0.21361225434636633,1,1,0,0,0,2,1.3966639101581595
33,5,5,3,0.11606773599227656,1,1,1,1,0,4,2.0011696606509792
34,5,5,3,0.06536437750246864,1,1,0,0,0,2,0.8625587132058231
35,5,5,3,0.13582359938464464,1,1,1,1,0,4,1.319766230852657
36,5,5,3,0.08476656189297976,1,0,0,0,0,1,0.798598333926031
