Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
0,5,3,3,0.11554705315403054,1,1,0,0,0,2,0.8011645791565163
1,5,3,3,0.09734826478924741,1,1,1,0,0,3,1.1439289999383424
2,5,3,3,0.08701503379801942,1,1,0,0,0,2,0.9551168530904119
3,5,3,3,0.09801166101371016,1,1,1,0,0,3,0.8993291461036658
4,5,3,3,0.09712796303673979,1,1,0,0,0,2,1.115650621503156
5,5,3,3,0.10807805582930718,1,1,1,1,0,4,1.1777373383709888
6,5,3,3,0.11808387636972757,1,1,1,1,0,4,1.7746209864590203
7,5,3,3,0.11841636232030793,1,1,0,0,0,2,0.948911445522869
8,5,3,3,0.17755431852321757,1,1,1,1,0,4,1.474546546341537
9,5,3,3,0.15422522951663442,1,1,1,0,0,3,1.5445990733125161
10,5,3,3,0.15493657998283106,1,1,1,0,0,3,1.2624246865698283
11,5,3,3,0.08284895384548958,1,1,0,0,0,2,0.8044956539305522
12,5,3,3,0.08370240205287287,1,1,1,1,0,4,1.7378527966245483
13,5,3,3,0.14791866732360687,1,1,0,0,0,2,1.0362696293342675
14,5,3,3,0.03146892875298539,1,0,0,0,0,1,0.6307955798815128
15,5,3,3,0.14555675805401552,1,1,1,0,0,3,1.2643644695229836
16,5,3,3,0.12886716042153512,1,1,1,1,0,4,1.3642683380746918
17,5,3,3,0.2256160604873802,1,1,0,0,0,2,1.4386819506096895
18,5,3,3,0.03363826608953291,1,0,0,0,0,1,0.6348546661821345
19,5,3,3,0.11838596377817613,1,1,1,1,0,4,1.2509668567040708
20,5,3,3,0.31154016194723616,1,1,1,0,0,3,1.9254550240632478
21,5,3,3,0.08563838425519932,1,1,0,0,0,2,1.0364929952027324
22,5,3,3,0.20020207524985406,1,1,1,0,0,3,1.440953670739019
23,5,3,3,0.09969961961997963,1,1,0,0,0,2,0.8852995501026641
24,5,3,3,0.08220199457751182,1,1,0,0,0,2,0.798235796375935
25,5,3,3,0.20631003224622774,1,1,1,0,0,3,1.4567541303996483
26,5,3,3,0.15050945184780978,1,1,1,0,0,3,1.5126609389726733
27,5,3,3,0.08342744686075289,1,1,1,0,0,3,0.9709594613926662
28,5,3,3,0.10352289100799252,1,1,1,0,0,3,1.17413178580805
