Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus
0,10,5,3,0.20693940894727036,1,1,1,1,1,0,0,0,0,0,5,1.5411790560066674
1,10,5,3,0.04472466885830506,1,0,0,0,0,0,0,0,0,0,1,0.6388373194137985
2,10,5,3,0.10758758087156435,1,1,1,0,0,0,0,0,0,0,3,0.942887939169929
3,10,5,3,0.09386965113642443,1,1,1,0,0,0,0,0,0,0,3,0.8373748356130643
4,10,5,3,0.22159550665648992,1,1,1,0,0,0,0,0,0,0,3,1.406425746613772
5,10,5,3,0.2855988122116384,1,1,0,0,0,0,0,0,0,0,2,1.2471661927722932
6,10,5,3,0.19358495642192539,1,1,0,0,0,0,0,0,0,0,2,1.4747467633617657
7,10,5,3,0.28272247281223795,1,1,0,0,0,0,0,0,0,0,2,1.576821942408328
8,10,5,3,0.18730272525819455,1,1,1,0,0,0,0,0,0,0,3,1.2934572886931042
9,10,5,3,0.26692435817374816,1,1,1,0,0,0,0,0,0,0,3,1.4714745817070853
10,10,5,3,0.2707701509949944,1,1,1,0,0,0,0,0,0,0,3,1.306379481518632
11,10,5,3,0.26062606938426575,1,1,1,1,1,0,0,0,0,0,5,2.7368754101924715
12,10,5,3,0.24052377478322598,1,1,1,0,0,0,0,0,0,0,3,2.138318316658342
13,10,5,3,0.30090054367191804,1,1,0,0,0,0,0,0,0,0,2,1.182075741873522
14,10,5,3,0.07109925260923011,1,1,1,0,0,0,0,0,0,0,3,0.7501050528902079
15,10,5,3,0.23797832113488487,1,1,1,0,0,0,0,0,0,0,3,1.174497601932046
16,10,5,3,0.07962092579728541,1,1,0,0,0,0,0,0,0,0,2,0.7689718168802692
17,10,5,3,0.3875509554635942,1,1,1,1,0,0,0,0,0,0,4,2.039186666182198
18,10,5,3,0.08861378233895639,1,1,1,0,0,0,0,0,0,0,3,0.7470820684751335
19,10,5,3,0.07337337251939349,1,1,0,0,0,0,0,0,0,0,2,0.825484341063661
20,10,5,3,0.24463051784172588,1,1,1,0,0,0,0,0,0,0,3,1.4225809048315456
21,10,5,3,0.21501147160501205,1,1,1,1,1,0,0,0,0,0,5,1.46816940922063
22,10,5,3,0.4276808849338931,1,1,1,1,0,0,0,0,0,0,4,2.6488732000288833
23,10,5,3,0.2999482438971784,1,1,1,1,1,0,0,0,0,0,5,1.9365732177549373
24,10,5,3,0.13625711271033508,1,1,1,1,1,1,0,0,0,0,6,1.6518130146014394
25,10,5,3,0.21846107514825513,1,1,1,1,0,0,0,0,0,0,4,1.5311750670007989
26,10,5,3,0.09064627716527815,1,0,0,0,0,0,0,0,0,0,1,0.7046378125456544
27,10,5,3,0.11705003675425828,1,0,0,0,0,0,0,0,0,0,1,0.8724604141738144
28,10,5,3,0.20632391561072555,1,1,1,1,0,0,0,0,0,0,4,1.2130960699829862
29,10,5,3,0.010480462977415417,1,0,0,0,0,0,0,0,0,0,1,0.588814229945703
30,10,5,3,0.013063060027769639,1,0,0,0,0,0,0,0,0,0,1,0.5896754486383106
31,10,5,3,0.03024848609898359,1,0,0,0,0,0,0,0,0,0,1,0.6212249086852145
32,10,5,3,0.16463028557740628,1,1,1,0,0,0,0,0,0,0,3,1.165615030708168
33,10,5,3,0.06981361829888137,1,0,0,0,0,0,0,0,0,0,1,0.727525160106052
34,10,5,3,0.2227007300610839,1,1,1,1,1,1,0,0,0,0,6,1.8845793278310943
35,10,5,3,0.23440962583908917,1,1,1,0,0,0,0,0,0,0,3,1.3266634491109546
36,10,5,3,0.1179688167754038,1,1,1,0,0,0,0,0,0,0,3,1.1256455916118093
37,10,5,3,0.30872966696793397,1,1,0,0,0,0,0,0,0,0,2,1.7598637486969837
38,10,5,3,0.1432615405363014,1,1,0,0,0,0,0,0,0,0,2,1.0921638212156104
39,10,5,3,0.1292837330012545,1,1,0,0,0,0,0,0,0,0,2,1.0470681876267809
40,10,5,3,0.28044817228975777,1,1,1,0,0,0,0,0,0,0,3,2.396479045560283
41,10,5,3,0.047123123955573394,1,1,0,0,0,0,0,0,0,0,2,0.6926537730450308
42,10,5,3,0.3291827508192227,1,1,1,1,0,0,0,0,0,0,4,1.9880719388412036
43,10,5,3,0.19727336050990343,1,1,1,1,0,0,0,0,0,0,4,1.3133398854313385
44,10,5,3,0.140337502519306,1,1,1,0,0,0,0,0,0,0,3,1.318166517566402
45,10,5,3,0.046659595113590725,1,0,0,0,0,0,0,0,0,0,1,0.7193496201330636
46,10,5,3,0.2244579641675295,1,1,1,1,1,0,0,0,0,0,5,1.9807976530592177
47,10,5,3,0.19962632396633911,1,1,1,0,0,0,0,0,0,0,3,1.479498497993497
48,10,5,3,0.19728003669064864,1,1,1,0,0,0,0,0,0,0,3,1.1113063512239092
49,10,5,3,0.3056946364872856,1,1,1,0,0,0,0,0,0,0,3,1.6620553692428235
50,10,5,3,0.23712962679513055,1,1,1,0,0,0,0,0,0,0,3,1.7272803465069888
51,10,5,3,0.2550791791102842,1,1,1,1,0,0,0,0,0,0,4,1.3583791945809027
52,10,5,3,0.13224399975624704,1,1,1,1,0,0,0,0,0,0,4,0.9782802546558603
53,10,5,3,0.09843952448747452,1,1,0,0,0,0,0,0,0,0,2,0.7465670788680514
54,10,5,3,0.20347977988158084,1,1,1,1,0,0,0,0,0,0,4,1.6474289092475503
55,10,5,3,0.22393036899874016,1,1,1,0,0,0,0,0,0,0,3,1.1011089257647593
56,10,5,3,0.15867319688142906,1,1,1,1,0,0,0,0,0,0,4,1.214718131628227
