"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
1,20,5,3,1.11525259318228,1.44496616283903,1.38402720976689,1.70512080591239,1.50234664968951,1.75371991624401,1.47615597052573,1.53313309343923,1.38236177320273,1.8696529972814,1.52948281256961,1.26161142630358,1.4182086802207,1.53607587128374,1.42315965256941,1.40286732514573,1.88710886239023,1.23382529105996,1.29592157643846,1.23581935571253,1.39668142632502,2.90277606682931
2,20,5,3,1.44942274606465,2.36079172498172,2.51245161065174,2.36981477981702,2.27540738104487,2.22853246978346,2.24776316433372,2.52861187022872,2.29181745653232,2.65462573800788,2.18694155666655,2.10736859720512,2.57350425494558,2.10170920536613,2.22784055225541,2.37716812372195,2.33410146614986,2.04763393396599,2.09510308507807,2.19138536741891,2.0612149816185,1.27692293764551
3,20,5,3,1.28106433809352,1.54494624747669,1.830933338251,1.80237006355479,1.92464162857077,1.70625254188277,1.99645700208747,1.53270823982508,1.62796601978021,1.48737745452053,1.75819439125459,1.66510547465347,1.49824781372943,1.93939343616869,1.99270183677886,1.47521288500603,1.61355051822458,1.49653242322848,1.47399346390505,1.46457896527269,1.42511077753997,3.12397852020235
4,20,5,3,0.938113208785427,1.33909778529611,1.18345308088693,1.33823409480902,1.24654778922197,1.16138196940284,1.57325465593828,1.7197628648504,1.05905658107643,1.32788720553031,1.52481542187256,1.53960810672305,1.09421199449304,1.38458825122152,1.53254492480492,1.2523311972426,1.30205158352643,1.16823593912703,1.36477430494005,1.06240429527694,1.11250477441136,3.15258203991242
5,20,5,3,0.897065875186604,1.28540027139329,1.46260112872286,1.41589320020716,1.23524586690786,1.3381610881954,1.38720572244671,1.23458384503002,1.22269582950902,1.20182982505683,1.450464561471,1.19671246611507,1.442383953282,1.63631076796558,1.13168410762901,1.89494945664476,1.44085431547838,1.07222922414172,1.05591342153258,1.25013229669115,1.17324621102543,2.19090092736699
6,20,5,3,0.708089805284009,1.75033517654492,1.65126440153132,1.77756452367859,1.89470114496495,1.55492950274938,2.03823829742089,1.81914434316443,1.5386496350917,1.71125414051283,1.52063489386313,1.62844251117767,1.93163643497955,1.50909094830562,1.62211633576945,1.95703687224233,1.86702188499339,1.54679389603884,1.53313163696578,1.45977896296811,1.51111541813539,0.704771344829347
7,20,5,3,1.18401099953798,1.91281383532497,1.96937923395783,1.99226313765039,1.98147531535997,2.15967382789442,1.87621919511046,1.77667766720563,1.71182859904433,2.03244389901644,2.09736777973859,1.93205720483995,2.2416921709651,1.91049293752003,1.67381473970213,2.07756096241003,1.8492363483586,1.63922518793844,1.69212922886172,1.85330844259413,1.80708682636913,1.34710008951324
8,20,5,3,1.05984448239811,1.45497095228821,1.53465800876548,1.61621521999767,1.4744838284998,1.58547305606636,1.45901636764775,1.52577419639152,1.28610184264956,1.7316450838019,1.50292765453698,1.49775458913798,1.43353599172556,1.64233359449621,1.93101631512538,1.32345364159526,1.39831453747636,1.55577773087538,1.33406926803722,1.25049204420227,1.31172674712126,2.14732418967955
9,20,5,3,1.08578957770024,1.46818206834175,1.72741320637371,1.82005111856667,1.67267497501174,1.53357104875582,1.34960499450266,1.35185087941427,1.24881387594856,1.48588590592438,1.87978815756838,2.03968167575923,1.23903411677237,1.39982854908006,1.88053604355035,1.74192147115407,1.36625988233607,1.65778250744376,1.21444805512139,1.26250053168051,1.64501030394184,2.52773890187275
10,20,5,3,0.961041171259337,2.04080034991901,2.02928067215885,1.79055488578578,1.89902279722255,1.96005239642321,1.83732543434694,1.97966791052559,2.20864380874383,1.71896843712072,1.99080143592628,1.91553845201862,1.96462245361162,1.84034627607525,1.72179639311703,1.77286313550087,1.94012420938146,2.3694568373942,1.72073329521311,1.78279631824418,1.69367269742958,0.899520371031184
11,20,5,3,0.937276969827242,1.41227414054046,1.33901077447964,1.34472637225833,1.54217655677895,1.68480301624132,1.62272389076878,1.35240992035226,1.5027254673747,1.27095041908527,1.90061026933878,1.52494311755587,1.26682148827597,1.4290691543428,1.47773225959492,1.76313453878587,1.27296547665874,1.42518281979603,1.2216119311068,1.27289138531569,1.23593564717971,1.68752622963513
